NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N,HasSafetyRec,ReportType,OriginalPublishDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,DocketUrl,DocketPublishDate,Unnamed: 37
CEN13FA465,ACC,87699,2013-08-05 10:15:00+00:00,Balko,Oklahoma,United States,,N3159B,False,DirectorBrief,2014-03-13T04:00:00Z,Fatal,1,0,0,The pilot's failure maintain clearance from a meteorological tower while en route at a low altitude. Contributing to the accident was the sun's glare.,,36.52222,-100.876945,AIR TRACTOR,AT-400,AIR,,,FALSE,1,,AAPL,137,Destroyed,VMC,"Terhune Flying Service, Inc",Completed,False,https://data.ntsb.gov/Docket?ProjectID=87699,12/20/2013 1:53:00 PM,
CEN13LA461,ACC,87681,2013-08-05 09:15:00+00:00,Ackerly,Texas,United States,,N8688F,False,DirectorBrief,2013-12-02T05:00:00Z,Fatal,2,0,0,The pilot’s failure to identify and maintain adequate clearance from a shield wire that was suspended between power transmission line towers.,,32.481109,-101.716941,HUGHES,369D,HELI,,,FALSE,1,,EXLD,133,,VMC,"Haverfield Aviation, Inc.",Completed,False,https://data.ntsb.gov/Docket?ProjectID=87681,9/25/2013 2:26:00 PM,
CEN13LA462,ACC,87694,2013-08-05 08:48:00+00:00,Eden Prairie,Minnesota,United States,,N327FL,False,DirectorBrief,2016-09-12T04:00:00Z,,0,0,0,"The flight crew's failure to execute a go-around during a non-stabilized approach, which resulted in a runway overrun.",,44.826667,-93.447502,EMBRAER S A,EMB-505,AIR,FCM,Flying Cloud Airport,FALSE,2,,POSI,091,Substantial,VMC,FLIGHT OPTIONS LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87694,7/28/2016 12:15:00 PM,
ERA13WA387,ACC,87922,2013-08-04 22:30:00+00:00,Paragominas,,Brazil,,PT-RHI,False,,2020-11-03T05:00:00Z,Fatal,1,0,0,,,-3.030833,-47.343334,EMBRAER,711ST,AIR,SNEB,Aeroporto de Paragominas,FALSE,1,,PERS,NUSN,Substantial,VMC,,,False,https://data.ntsb.gov/Docket?ProjectID=87922,9/17/2013 3:15:00 PM,
WPR13CA377,ACC,87801,2013-08-04 17:30:00+00:00,West Jordan,Utah,United States,,N211AM,False,DirectorBrief,2013-10-21T04:00:00Z,,0,0,0,The pilot’s failure to maintain directional control during landing.,,40.619445,-111.992774,AVIAT AIRCRAFT INC,A-1B,AIR,U42,South Valley Airport,FALSE,1,,PERS,091,Substantial,VMC,Tim Miller,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87801,9/11/2013 7:06:00 PM,
ANC13CA073,ACC,87692,2013-08-04 17:15:00+00:00,Kokhanok,Alaska,United States,,N5364Q,False,DirectorBrief,2013-10-21T04:00:00Z,,0,0,0,"The pilot’s selection of unsuitable terrain for takeoff, which resulted in a loss of control and collision with terrain.",,58.990276,-153.573059,CESSNA,U206F,AIR,,,FALSE,1,NSCH,,135,Substantial,VMC,K Bay Air,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87692,9/28/2013 1:25:00 PM,
CEN13CA485,ACC,87764,2013-08-04 17:00:00+00:00,Hermleigh,Texas,United States,,N4281U,False,DirectorBrief,2013-12-02T05:00:00Z,,0,0,0,"The pilot's improper positional awareness, which resulted in an off airport landing and impact with terrain.",,32.581665,-100.763336,CESSNA,150D,AIR,,,FALSE,1,,INST,091,Substantial,VMC,US FLIGHT ACADEMY INTERNATIONAL INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87764,11/22/2013 7:38:00 PM,
ERA13CA357,ACC,87715,2013-08-04 15:00:00+00:00,West Mifflin,Pennsylvania,United States,,N75131,False,DirectorBrief,2014-02-13T05:00:00Z,,0,0,0,"The pilot's improper landing flare, which resulted in a hard landing.",,40.354442,-79.930274,PIPER,PA-34-200T,AIR,AGC,Allegheny County Airport,FALSE,2,,PERS,091,Substantial,VMC,HIGHTAIL LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87715,2/4/2014 8:39:00 PM,
ERA13LA363,ACC,87788,2013-08-04 12:10:00+00:00,Tallahassee,Florida,United States,,N1034S,False,DirectorBrief,2015-01-14T05:00:00Z,,0,0,0,"The pilot's failure to troubleshoot the in-flight electrical problem and restore power using the operable redundant battery and his decision not to manually extend the airplane's landing gear, which resulted in a gear-up landing. Contributing to the accident was an internal electrical short of the No. 2 battery, which resulted in a total loss of electrical power.",,30.396944,-84.35083,MOONEY,M20R,AIR,TLH,Tallahassee Regional Airport,FALSE,1,,PERS,091,Substantial,VMC,RED'S FLYING SERVICE INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87788,12/1/2014 8:59:00 PM,
ERA13CA351,ACC,87688,2013-08-04 12:00:00+00:00,Meridian,Mississippi,United States,,N4251,False,DirectorBrief,2013-10-21T04:00:00Z,,0,0,0,The pilot’s failure to maintain directional control during the landing roll.,,32.32611,-88.751113,CESSNA,170B,AIR,MEI,Key Field Airport,FALSE,1,,PERS,091,Substantial,VMC,KIRCHOFF KEVIN B,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87688,9/19/2013 8:11:00 PM,
ERA13FA349,ACC,87660,2013-08-04 11:55:00+00:00,Alma,Georgia,United States,,N1831W,False,DirectorBrief,2014-12-10T05:00:00Z,Fatal,2,0,0,Descent from cruise flight until impact with trees and the ground for reasons that could not be determined because postaccident examination of the wreckage did not reveal any anomalies that would have precluded normal operation and the pilot's autopsy and toxicology tests did not provide any evidence of impairment or incapacitation.,,31.642221,-82.609725,BEECH,A36,AIR,,,FALSE,1,,PERS,091,Destroyed,VMC,APS AVIATION LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87660,11/24/2014 2:35:00 PM,
WPR13LA359,ACC,87685,2013-08-04 11:30:00+00:00,Stanwood,Washington,United States,,N58437,False,DirectorBrief,2014-11-13T05:00:00Z,Serious,0,2,0,"The pilot’s unstabilized approach and his subsequent failure to maintain airspeed during the aborted landing, which resulted in a stall and the airplane bouncing hard on the runway.",,48.256942,-122.436111,CESSNA,182P,AIR,13W,Camano Island Airfield,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87685,10/8/2014 12:19:00 PM,
ERA13CA352,ACC,87691,2013-08-04 11:23:00+00:00,Erwinna,Pennsylvania,United States,,N1211S,False,DirectorBrief,2013-11-19T05:00:00Z,,0,0,0,The student pilot's improper altitude and energy management in the landing pattern which resulted in the glider impacting a tree and landing short of the runway.,,40.484165,-75.099441,SCHWEIZER,SGS 2-33A,GLI,9N1,Vansant Airport,FALSE,0,,INST,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87691,10/31/2013 6:59:00 PM,
WPR13LA358,ACC,87661,2013-08-04 10:30:00+00:00,Chualar,California,United States,,N90146,False,DirectorBrief,2014-01-30T05:00:00Z,Minor,0,0,1,"Maintenance personnel's failure to properly tighten the bolts securing the main driveshaft to the transmission, which resulted in fatigue failure of the bolts and disconnection of the driveshaft during low-altitude flight.",,36.537498,-121.541664,BELL,206B,HELI,,,FALSE,1,,AAPL,137,Substantial,VMC,R AND B HELICOPTERS INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87661,12/9/2013 6:28:00 PM,
CEN13LA472,ACC,87710,2013-08-04 09:20:00+00:00,Simmesport,Louisiana,United States,,N3655G,False,DirectorBrief,2014-01-30T05:00:00Z,Minor,0,0,1,The pilot's failure to maintain proper airplane pitch control while maneuvering at an altitude that was too low for recovery.,,30.980937,-91.810523,AIR TRACTOR INC,AT-301,AIR,,,FALSE,1,,AAPL,137,Substantial,VMC,Pro-Air LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87710,12/5/2013 3:38:00 PM,
ERA13WA376,ACC,87862,2013-08-03 15:24:00+00:00,Jundiai Municipality,,Brazil,,PT-LKG,False,,2020-11-03T05:00:00Z,Fatal,4,0,0,,,-23.181667,-46.943611,BEECH,58,,SBJD,Jundiai Airport,FALSE,,,UNK,NUSN,Destroyed,,,,False,https://data.ntsb.gov/Docket?ProjectID=87862,8/28/2013 3:41:00 PM,
ERA13FA348,ACC,87654,2013-08-03 12:54:00+00:00,Conway,South Carolina,United States,,N7641N,False,DirectorBrief,2015-09-29T04:00:00Z,Fatal,3,0,0,"The pilot's loss of airplane control, which resulted from his failure to follow the loss of single engine power checklist procedures after a total loss of right engine power due to fuel starvation. Contributing to the accident was the pilot's improper preflight fuel planning and in-flight fuel management.",,33.861667,-79.112777,BEECH,D55,AIR,HYW,CONWAY-HORRY COUNTY,FALSE,2,,PERS,091,Destroyed,VMC,MAJOR AVIATION LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87654,9/22/2015 2:49:00 PM,
CEN13CA458,ACC,87673,2013-08-03 12:15:00+00:00,Lago Vista,Texas,United States,,N6370T,False,DirectorBrief,2013-09-05T04:00:00Z,Minor,0,0,1,"The pilot’s inadequate recovery from a bounced landing in crosswind conditions, and an inadvertent aerodynamic stall during the subsequent go-around attempt.",,30.498611,-97.969444,CESSNA,R182,AIR,RYW,Lago Vista,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87673,8/21/2013 7:38:00 PM,
WPR13CA356,ACC,87658,2013-08-03 12:15:00+00:00,San Carlos,California,United States,,N8249A,False,DirectorBrief,2013-12-19T05:00:00Z,,0,0,0,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop.",,37.511665,-122.249443,CESSNA,170B,AIR,SQL,San Carlos Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87658,12/9/2013 7:18:00 PM,
ERA13CA404,ACC,88005,2013-08-03 11:45:00+00:00,Knoxville,Tennessee,United States,,N737PD,False,DirectorBrief,2013-11-19T05:00:00Z,,0,0,0,The student pilot's improper flare and improper recovery from a bounced landing.,,35.96389,-83.873611,CESSNA,172N,AIR,DKX,Knoxville Downtown Island,FALSE,1,,INST,091,Substantial,VMC,KNOX FLIGHT TRAINING,Completed,False,https://data.ntsb.gov/Docket?ProjectID=88005,11/7/2013 8:33:00 PM,
CEN13LA460,ACC,87675,2013-08-03 11:30:00+00:00,Wild Rose,Wisconsin,United States,,N70786,False,DirectorBrief,2014-01-30T05:00:00Z,Serious,0,1,0,"The improperly secured spark plug, which resulted in a total loss of engine power.",,44.197498,-89.217781,SNYDER TODD W,TITAN TORNADO 1,AIR,W23,Wild Rose Idlewild Airport,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87675,12/4/2013 9:28:00 PM,
CEN13FA456,ACC,87653,2013-08-03 04:56:00+00:00,Chesterfield,Missouri,United States,,N225CD,False,DirectorBrief,2014-05-22T04:00:00Z,Fatal,2,0,0,The pilot’s failure to establish and maintain a positive climb rate during the initial climb in night instrument meteorological conditions.,,38.660556,-90.681663,CIRRUS DESIGN CORP,SR22,AIR,SUS,Spirit of St. Louis Airport,FALSE,1,,PERS,091,Destroyed,IMC,Shiv Patil,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87653,5/12/2014 6:17:00 PM,
ERA13CA350,ACC,87686,2013-08-02 23:20:00+00:00,Portsmouth,New Hampshire,United States,,N645PD,False,DirectorBrief,2013-09-12T04:00:00Z,,0,0,0,The pilot’s inadequate preflight inspection resulting in his failure to remove the pin he used to lock the flight controls in place of the approved control lock.,,43.077777,-70.823059,CESSNA,172S,AIR,PSM,Portsmouth Intn'l Airport,FALSE,1,,PERS,091,Substantial,VMC,Westfield Flight Academy,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87686,9/4/2013 1:02:00 PM,
ERA13CA353,ACC,87695,2013-08-02 18:00:00+00:00,Eagle Bay,New York,United States,,N555AX,False,DirectorBrief,2013-09-05T04:00:00Z,Minor,0,0,1,The pilot's failure to set the engine throttle to full power during a go-around.,,43.831665,-74.848892,PIPER/CUB CRAFTERS,PA-18-150,AIR,,,FALSE,1,,PERS,091,Substantial,VMC,DEW DONALD H,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87695,8/15/2013 5:21:00 PM,
WPR13CA357,ACC,87659,2013-08-02 11:43:00+00:00,Sonoma,California,United States,,N4738E,False,DirectorBrief,2013-12-19T05:00:00Z,,0,0,0,The pilot's failure to maintain directional control during the landing roll.,,38.254444,-122.450553,CHAMPION,7EC,AIR,0Q9,Sonoma Skypark,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87659,12/12/2013 8:10:00 PM,
WPR13CA355,ACC,87656,2013-08-02 09:40:00+00:00,Helena,Montana,United States,,N2926M,False,DirectorBrief,2013-11-19T05:00:00Z,,0,0,0,The flight instructor's  delayed decision to instruct the pilot to abort the landing which resulted in  a runway excursion and collision with a fence.,,46.606666,-111.982498,MOONEY,M20F,AIR,HLN,Helena Regional Airport,FALSE,1,,INST,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87656,10/21/2013 8:16:00 PM,
DCA13WA169,INC,88397,2013-08-02 06:17:00+00:00,Leeds,,United Kingdom,,G-CELF,False,,,,0,0,0,,,53.865833,-1.660555,BOEING,737 - 377,AIR,,,FALSE,2,SCHD,,NUSC,,,Jet2.com,,False,,,
CEN13CA457,ACC,87672,2013-08-01 10:45:00+00:00,Appleton,Wisconsin,United States,,N234X,False,DirectorBrief,2013-10-21T04:00:00Z,,0,0,0,"The pilot’s inadequate compensation for the crosswind, which resulted in a loss of directional control.",,44.258056,-88.51889,STEARMAN,A75,AIR,KATW,Outagamie County Regional,FALSE,1,,ASHO,091,Substantial,VMC,AMERICAN AIRPOWER HERITAGE FLYING MUSEUM INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87672,9/26/2013 5:50:00 PM,
WPR13LA353,ACC,87655,2013-08-01 09:45:00+00:00,Brentwood,California,United States,,N199BW,False,DirectorBrief,2014-06-11T04:00:00Z,Minor,0,0,1,A loss of engine power for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.,,37.932777,-121.63639,WEBER,GPA-2,AIR,,,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87655,5/27/2014 11:58:00 AM,
WPR13CA362,ACC,87704,2013-08-01 07:20:00+00:00,West Yellowstone,Montana,United States,,N926BW,False,DirectorBrief,2013-09-05T04:00:00Z,,0,0,0,"The pilot's failure to maintain directional control during the takeoff roll, which resulted in a runway excursion and a collision with an approach slope indicator system component.",,44.521667,-111.1175,BELLANCA,7GCBC,AIR,KWYS,West Yellowstone,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87704,8/22/2013 5:52:00 PM,
ENG13WA035,INC,87828,2013-07-31 18:22:00+00:00,,,China,,VQ-BGZ,False,,2020-11-03T05:00:00Z,,0,0,0,,,0.0,0.0,BOEING,747,AIR,,,FALSE,,SCHD,,NUSC,,,Air Bridge Cargo Airlines,,False,,,
CEN13WA578,ACC,88686,2013-07-31 14:20:00+00:00,Poncins,,France,,F-HCPT,False,,,Fatal,2,0,0,,,0.0,0.0,CIRRUS DESIGN CORP.,SR20,AIR,LFLZ,Feurs/Chambeon Airport,FALSE,1,,,,Destroyed,,AERO CLUB DU RHONE ET DU SUD EST,,False,https://data.ntsb.gov/Docket?ProjectID=88686,4/3/2014 2:05:00 PM,
CEN13LA454,ACC,87646,2013-07-31 14:00:00+00:00,Jonesboro,Arkansas,United States,,N2745N,False,DirectorBrief,2013-12-02T05:00:00Z,,0,0,0,The pilot's improper flare and recovery from a bounced landing and his delay in performing an aborted landing.,,35.836944,-90.52639,Cessna,140,AIR,PVT,Private Airstrip,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87646,8/22/2013 12:29:00 PM,
CEN13CA450,ACC,87637,2013-07-31 14:00:00+00:00,Mesquite,Texas,United States,,N738RQ,False,DirectorBrief,2013-10-21T04:00:00Z,,0,0,0,The student pilot failed to maintain directional control during the touch-and-go landing and during the subsequent aborted takeoff during crosswind conditions.,,32.746944,-96.530281,CESSNA,172N,AIR,HQZ,Mesquite Metro Airport,FALSE,1,,INST,091,Substantial,VMC,JLINN AVIATION INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87637,9/25/2013 2:37:00 PM,
CEN13CA453,ACC,87642,2013-07-31 13:50:00+00:00,Ellinwood,Kansas,United States,,N45957,False,DirectorBrief,2013-09-05T04:00:00Z,,0,0,0,The pilot failed to maintain directional control during takeoff.,,38.372776,-98.598609,LUSCOMBE,8A,AIR,1K6,Ellinwood Airport,FALSE,1,,PERS,091,Substantial,VMC,Michael Yagel,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87642,8/22/2013 12:23:00 PM,
DCA13WA134,ACC,87781,2013-07-31 13:35:00+00:00,Batopilas,,Mexico,,N173AT,False,,,Serious,0,1,14,,,27.02,-107.53778,BOEING,737,AIR,,,FALSE,,SCHD,,121,,,AIRTRAN AIRWAYS INC,,False,,,
ERA13CA355,ACC,87702,2013-07-31 13:00:00+00:00,New Bedford,Massachusetts,United States,,N58DL,False,DirectorBrief,2013-09-12T04:00:00Z,,0,0,0,"The pilot's improper decision to land in the displaced threshold, resulting in a collision with the approach lighting system.",,41.676666,-70.958335,BEECH,58,AIR,EWB,New Bedford Regional,FALSE,2,,PERS,091,Substantial,VMC,RANDOLPH AVIATION INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87702,8/28/2013 4:25:00 PM,
WPR13LA351,ACC,87638,2013-07-31 12:00:00+00:00,San Manuel,Arizona,United States,,N70AC,False,DirectorBrief,2014-08-07T04:00:00Z,Minor,0,0,1,"The pilot’s loss of directional control during takeoff with a tailwind, which resulted in a runway excursion.",,32.63639,-110.647224,STRIBLING,RV4,AIR,E77,San Manuel,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87638,7/9/2014 11:02:00 AM,
DCA13WA135,ACC,87808,2013-07-31 11:30:00+00:00,Surat Thani,,Thailand,,HS-BRA,False,,,,0,0,0,,,9.141111,99.147781,BOEING,737,AIR,,,FALSE,,SCHD,,NUSC,Substantial,,Orient Thai Airlines,,False,,,
ERA13LA346,ACC,87643,2013-07-30 16:32:00+00:00,Wurtsboro,New York,United States,,N912FP,False,DirectorBrief,2014-08-07T04:00:00Z,Serious,0,1,1,"The pilot’s failure to comply with the manufacturer’s limitations and guidance regarding flaperons usage at low altitude and in adverse wind conditions, which resulted in an in-flight loss of airplane control.",,41.603054,-74.538612,FPNA LLC,A-22 VALOR,AIR,,,FALSE,1,,PERS,091,Substantial,VMC,Robert N. Pullman,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87643,5/6/2014 4:49:00 PM,
WPR13LA349,ACC,87635,2013-07-30 11:43:00+00:00,Billings,Montana,United States,,N5367Y,False,DirectorBrief,2014-12-15T05:00:00Z,,0,0,0,"The pilots’ inadequate landing flare, which resulted in a hard landing and collapse of the left main landing gear.",,45.807498,-108.542778,PIPER,PA-44-180,AIR,BIL,Billings Logan International,FALSE,2,,INST,091,Substantial,VMC,ROCKY MOUNTAIN COLLEGE,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87635,11/5/2014 1:08:00 PM,
ERA13LA342,ACC,87621,2013-07-29 19:35:00+00:00,Leonardtown,Maryland,United States,,N4570H,False,DirectorBrief,2014-08-07T04:00:00Z,Minor,0,0,2,"The improper installation and inspection of the throttle linkage by maintenance personnel, which resulted in the throttle linkage coming loose and a subsequent partial loss of engine power.",,38.287776,-76.601112,MOONEY,M20J,AIR,,,FALSE,1,,INST,091,Substantial,VMC,STABLE AIR LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87621,3/14/2014 3:19:00 PM,
CEN13FA446,ACC,87617,2013-07-29 14:46:00+00:00,Knox,Indiana,United States,,N914ES,False,DirectorBrief,2015-06-18T04:00:00Z,Fatal,1,0,0,The incapacitation of the pilot due to a cardiovascular event that prevented him from maintaining control of the airplane during the landing approach.,,41.319721,-86.663612,CAMPBELL EARL S JR,RV-6A,AIR,OXI,Starke County Airport,TRUE,1,,PERS,091,Destroyed,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87617,5/20/2015 8:50:00 PM,
ERA13FA340,ACC,87604,2013-07-29 13:20:00+00:00,Georgetown,South Carolina,United States,,N18GT,False,DirectorBrief,2015-04-07T04:00:00Z,Fatal,1,0,0,"The loss of airplane control for reasons that could not be determined due to postcrash fire damage. Contributing to the accident was the pilot’s decision to perform an aerobatic maneuver at low altitude, which did not allow sufficient time for him to regain airplane control.",,33.299446,-79.338607,FOLLAND AIRCRAFT CO LTD,GNAT T 1,AIR,GGE,Georgetown County Airport,FALSE,1,,PERS,091,Destroyed,VMC,FOOGAIR INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87604,3/30/2015 8:05:00 PM,
ERA13LA344,ACC,87623,2013-07-29 11:40:00+00:00,Center Point,West Virginia,United States,,N31HM,False,DirectorBrief,2014-08-07T04:00:00Z,Minor,0,0,1,A total loss of engine power for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.,,39.451667,-80.569168,HUGHES,369D,HELI,,,FALSE,1,,EXLD,133,Substantial,VMC,DAH AIRCRAFT LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87623,5/7/2014 3:03:00 PM,
ERA13TA341,ACC,87609,2013-07-29 10:45:00+00:00,Jackson,Kentucky,United States,,N1608D,False,DirectorBrief,2014-01-30T05:00:00Z,Serious,0,2,0,The helicopter pilot's inadvertent collision with an unmarked and uncharted utility wire of which he was unaware.,,37.551109,-83.088607,MCDONNELL DOUGLAS HELICOPTER,369E,HELI,,,FALSE,1,,PUBF,PUBU,Destroyed,VMC,U.S. Drug Enforcement Adminstration,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87609,11/25/2013 8:53:00 PM,
WPR13LA347,ACC,87608,2013-07-29 09:51:00+00:00,Red Bluff,California,United States,,N123FJ,False,DirectorBrief,2015-07-07T04:00:00Z,Fatal,1,0,0,"The pilot's failure to properly secure himself in the cockpit with the seat belt, which resulted in his inability to control the airplane after takeoff.",,40.150276,-122.251945,AIRBORNE WINDSPORTS PTY LTD,EDGE XT-912-L,WSFT,KRBL,Red Bluff,FALSE,1,,PERS,091,Destroyed,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87608,5/28/2015 7:36:00 PM,
CEN13LA444,ACC,87603,2013-07-29 08:10:00+00:00,Eagle Lake,Minnesota,United States,,N8803Z,False,DirectorBrief,2014-01-30T05:00:00Z,,0,0,0,"The pilot's misjudgment of tree heights, which resulted in the collision with a tree.",,44.156112,-93.87722,EAGLE,DW-1,AIR,,,FALSE,1,,AAPL,137,Substantial,VMC,"ASI Jet Ag, LLC",Completed,False,https://data.ntsb.gov/Docket?ProjectID=87603,12/5/2013 6:18:00 PM,
CEN13LA443,ACC,87600,2013-07-29 07:35:00+00:00,Monte Vista,Colorado,United States,,N5324,False,DirectorBrief,2014-03-13T04:00:00Z,,0,0,0,The partial loss of engine power due to a fatigue failure of the engine cylinder exhaust rocker housing as a result of an excessively torqued rocker assembly.,,37.581665,-106.053054,GRUMMAN,G-164A,AIR,,,FALSE,1,,AAPL,137,Substantial,VMC,Crop Care Inc.,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87600,12/19/2013 12:07:00 PM,
CEN13LA442,ACC,87599,2013-07-29 06:15:00+00:00,Streator,Illinois,United States,,N10009,False,DirectorBrief,2014-01-30T05:00:00Z,,0,0,0,"The pilot's diverted attention during an agricultural application maneuver, which resulted in the helicopter impacting a corn field.",,41.113334,-88.835281,TEXAS HELICOPTER CORP,OH-13H/M74A,HELI,,,FALSE,1,,AAPL,137,Substantial,VMC,HENDRICKSON FLYING SERVICE INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87599,12/4/2013 8:13:00 PM,
CEN13LA451,ACC,87639,2013-07-29 05:30:00+00:00,Lombardville,Illinois,United States,,N36612,False,DirectorBrief,2014-01-30T05:00:00Z,Minor,0,0,1,The pilot's failure to maintain airplane control during takeoff.,,41.219444,-89.654998,AIR TRACTOR INC,AT-400A,AIR,,,FALSE,1,,AAPL,137,Substantial,VMC,WOODLEY CRAIG S,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87639,12/4/2013 8:48:00 PM,
WPR13WA350,ACC,87636,2013-07-29 04:00:00+00:00,"Guangdong Province, China",,China,,B-7036,False,,2020-11-03T05:00:00Z,Fatal,2,0,0,,,0.0,0.0,ROBINSON,R22,HELI,,,FALSE,1,NSCH,,NUSC,Substantial,,,,False,,,
ANC13CA069,ACC,87618,2013-07-28 18:17:00+00:00,Kotzebue,Alaska,United States,,N4557F,False,DirectorBrief,2013-09-05T04:00:00Z,,0,0,0,The pilot's lack of situational awareness and failure to maintain adequate clearance from terrain during takeoff. Factors contributing to the accident was the check airmen’s inadequate supervision.,,66.70861,-162.419448,CESSNA,A185E,AIR,,,FALSE,1,,INST,091,Substantial,VMC,NORTHWESTERN AVIATION SERVICES INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87618,8/23/2013 5:55:00 PM,
WPR13LA346,ACC,87606,2013-07-28 15:16:00+00:00,Lone Pine,California,United States,,N82182,False,DirectorBrief,2015-06-22T04:00:00Z,Minor,0,0,4,A partial loss of engine power after takeoff for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation. Contributing to the accident was the pilot's decision to not execute the 'Engine Failure After Liftoff' emergency procedures outlined in the Pilot’s Operating Handbook.,,36.574722,-118.046386,BEECH,35-B33,AIR,KO26,Lone Pine,FALSE,1,,PERS,091,Substantial,VMC,Sohail Simjee,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87606,5/15/2015 12:18:00 PM,
CEN13LA448,ACC,87628,2013-07-28 14:45:00+00:00,Capron,Illinois,United States,,N9681R,False,DirectorBrief,2014-01-30T05:00:00Z,Serious,0,1,0,"The pilot's failure to maintain main rotor speed while maneuvering at low altitude during an agricultural application flight, which resulted in an uncontrolled descent into terrain.",,42.390045,-88.740211,ROBINSON,R44,HELI,,,FALSE,1,,AAPL,137,Substantial,VMC,Back Nine Aerial LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87628,12/4/2013 8:44:00 PM,
CEN13LA439,ACC,87591,2013-07-28 12:30:00+00:00,Lucas,Kansas,United States,,N131RP,False,DirectorBrief,2014-10-27T04:00:00Z,Fatal,1,0,0,"The noninstrument-rated pilot's inadvertent entry into instrument meteorological conditions, which resulted in his spatial disorientation and a subsequent loss of airplane control.",,39.030277,-98.589447,WOODS RUFUS III,VANS RV-8A,AIR,,,TRUE,1,,PERS,091,Destroyed,IMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87591,9/9/2014 8:42:00 PM,
CEN13FA440,ACC,87592,2013-07-28 11:50:00+00:00,Oshkosh,Wisconsin,United States,,N873RX,False,DirectorBrief,2014-03-24T04:00:00Z,,0,0,0,"The degraded fuel line, which prevented fuel from the left tank from reaching the header tank and resulted in the loss of engine power due to fuel starvation.",,43.955276,-88.68222,PHELPS,KITFOX III,AIR,OSH,Wittman Regional Airport,TRUE,1,,PERS,091,Substantial,VMC,PHELPS REX D,Completed,False,https://data.ntsb.gov/Docket?ProjectID=87592,2/5/2014 2:51:00 PM,
