NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N,HasSafetyRec,ReportType,OriginalPublishDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,DocketUrl,DocketPublishDate,Unnamed: 37
ERA15FA085,ACC,90540,2014-12-29 11:25:00+00:00,Lake Worth,Florida,United States,,N771MM,False,DirectorBrief,2017-03-06T05:00:00Z,Fatal,1,1,0,"A main rotor stall due to low rotor rpm, which resulted in an uncontrolled descent into terrain. Contributing to the accident was the flight instructor’s delayed remedial action.",,26.6,-80.086669,ROBINSON HELICOPTER,R22 BETA,HELI,LNA,PALM BEACH COUNTY PARK,FALSE,1,,INST,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90540,10/7/2016 3:07:00 PM,
WPR15WA075,ACC,90563,2014-12-29 05:00:00+00:00,"Port Arthur, Australia",,Australia,,VH-PFT,False,,,Fatal,2,0,0,,,-43.159168,147.848892,CESSNA,172 - S,AIR,,,FALSE,1,,,,Substantial,,,,False,https://data.ntsb.gov/Docket?ProjectID=90563,7/28/2016 1:24:00 PM,
DCA15WA046,ACC,90542,2014-12-28 05:00:00+00:00,Pangkalan Bun,,Indonesia,,PK-AXC,False,,,Fatal,162,0,0,,,0.0,0.0,AIRBUS,A320 - 216,AIR,,,FALSE,,,,,Destroyed,,,,False,,,
ERA15CA086,ACC,90547,2014-12-27 20:35:00+00:00,Liberty,North Carolina,United States,,N177JD,False,DirectorBrief,2015-06-09T04:00:00Z,,0,0,0,"The pilot's improper landing flare, which resulted in a hard landing and collapse of the left main landing gear.",,35.911666,-79.617774,CESSNA,310N,AIR,2A5,CAUSEY,FALSE,2,,PERS,091,Substantial,VMC,BULLOCK JAMES R JR,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90547,6/3/2015 4:54:00 PM,
ERA15LA084,ACC,90538,2014-12-27 16:45:00+00:00,Westminster,Maryland,United States,,"N49294, N95297",False,DirectorBrief,2015-09-08T04:00:00Z,Serious,0,1,0,"The pilot’s failure to see and avoid the other airplane, which resulted in a midair collision while both airplanes were on final approach to land.",,39.608333,-77.007774,"AEROTEK, PIPER","PITTS SPECIAL S-1S, PA-28-140","AIR,AIR",DMW,Carroll County Airport,"FALSE,FALSE","1,1",,"PERS,PERS","091,091","Substantial,Substantial",VMC,"Bob Gillespie,Robert Graham",Completed,False,https://data.ntsb.gov/Docket?ProjectID=90538,8/4/2015 7:51:00 PM,
ERA15WA098,ACC,90597,2014-12-27 13:40:00+00:00,Bertioga,,Brazil,,PT-HNC,False,,,Fatal,5,0,0,,,-23.865833,-46.161388,AEROSPATIALE,AS350B,HELI,SDIX,Iporanga-Guaruja,FALSE,,NSCH,,NUSC,Destroyed,VMC,Helimarte Taxi Aereo,,False,,,
ERA15CA083,ACC,90536,2014-12-26 09:00:00+00:00,Nashville,Tennessee,United States,,N6063F,False,DirectorBrief,2015-04-07T04:00:00Z,,0,0,0,"The pilot's inadequate control of the airplane during the landing roll, which resulted in a runway excursion.",,36.182498,-86.886665,CESSNA,182P,AIR,JWN,JOHN C TUNE,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90536,3/23/2015 9:06:00 PM,
ENG15WA019,INC,91119,2014-12-26 05:00:00+00:00,"Athens, Greece",,Greece,,F-GRSQ,False,,,,0,0,0,,,0.0,0.0,AIRBUS,A330 - 201,AIR,,,FALSE,,,,,,,,,False,,,
ERA15WA082,ACC,90535,2014-12-24 20:50:00+00:00,Piedecuesta,,Colombia,,HK4892,False,,,Fatal,7,0,0,,,6.989166,-73.045829,CESSNA,T207 - A,AIR,,,FALSE,1,NSCH,,NUSC,Destroyed,Unknown,Aerolineas Alas de De Colombia LTDA,,False,,,
CEN15WA096,ACC,90570,2014-12-24 15:10:00+00:00,"Lorrha, Tipperary, Ireland",,Ireland,,G-OCTI,False,,,,0,0,0,,,0.0,0.0,PIPER,PA-32-260,AIR,,,FALSE,,,,,Substantial,,,,False,,,
CEN15FA087,ACC,90537,2014-12-24 13:54:00+00:00,Port Huron,Michigan,United States,,N38884,False,DirectorBrief,2016-05-02T04:00:00Z,Fatal,1,0,0,The pilot’s decision to continue flight below the minimum descent altitude without visually acquiring the runway and his delayed and improperly executed missed approach procedure in instrument meteorological conditions.,,42.969963,-82.419502,PIPER,PA-34-200T,AIR,PHN,St Clair County International,FALSE,2,,BUS,091,Destroyed,IMC,Pilot,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90537,4/18/2016 7:12:00 PM,
WPR15FA070,ACC,90534,2014-12-24 13:25:00+00:00,Sutter Creek,California,United States,,N8518B,False,DirectorBrief,2017-04-04T04:00:00Z,Fatal,2,0,0,"The noninstrument-rated pilot's encounter with instrument meteorological conditions (IMC) while maneuvering, which resulted in a loss of airplane control due to spatial disorientation. Contributing to the accident was the pilot's decision to attempt to descend into an area of widespread IMC.",,38.404998,-120.791946,CESSNA,172,AIR,JAQ,WESTOVER FIELD AMADOR COUNTY,FALSE,1,,PERS,091,Substantial,IMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90534,3/30/2017 11:37:00 AM,
ERA15LA091,ACC,90571,2014-12-22 12:50:00+00:00,South Bimini,,Bahamas,,N12182,False,DirectorBrief,2016-09-14T04:00:00Z,Minor,0,0,1,"The total loss of engine power for reasons that could not be determined because examination of the engine did not reveal any anomalies that would have precluded normal operation, which resulted in a subsequent ditching in the ocean.",,25.690555,-79.159721,CESSNA,172M,AIR,MYBS,South Bimini Airport,FALSE,1,,PERS,091,Substantial,VMC,Plane Cheap Rentals,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90571,6/28/2016 8:41:00 PM,
CEN15FA083,ACC,90518,2014-12-22 09:52:00+00:00,Odessa,Texas,United States,,N9922V,False,DirectorBrief,2016-02-08T05:00:00Z,Fatal,1,0,0,"The pilot’s failure to maintain adequate airspeed while maneuvering at an excessive bank angle at a low altitude, which resulted in an accelerated stall and spin with insufficient altitude for a recovery.",,31.983888,-102.528053,CESSNA,172M,AIR,,,FALSE,1,,AOBV,091,Destroyed,VMC,AMERICAN PATROLS INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90518,1/22/2016 3:46:00 PM,
ERA15CA079,ACC,90520,2014-12-22 09:40:00+00:00,Henniker,New Hampshire,United States,,N64HF,False,DirectorBrief,2015-04-07T04:00:00Z,,0,0,0,"The pilot's failure to maintain aircraft control while landing, which resulted in a collision with a snow bank. Contributing to the accident was ice that covered the landing surface.",,43.180557,-71.833335,ROBINSON HELICOPTER CO,R66,HELI,,,FALSE,1,,PERS,091,Substantial,VMC,HILLSBORO FORD INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90520,4/2/2015 5:30:00 PM,
ERA15CA081,ACC,90531,2014-12-21 13:45:00+00:00,Miami Gardens,Florida,United States,,N430WH,False,DirectorBrief,2015-07-27T04:00:00Z,,0,0,0,The pilot's misjudgment of his helicopter's position relative to a parked helicopter during a pedal turn.,,25.959999,-80.23722,BELL,430,HELI,0FD2,Dolphin Stadium Helipad,FALSE,2,,EXEC,091,Substantial,VMC,SOUTHERN AIRCRAFT SERVICES INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90531,7/9/2015 2:39:00 PM,
WPR15LA067,ACC,90517,2014-12-21 11:30:00+00:00,Perris,California,United States,,N105JF,False,DirectorBrief,2016-06-16T04:00:00Z,Serious,0,1,0,"The partial loss of engine power during takeoff due to an improperly configured carburetor and fuel supply system. Contributing to the accident was the pilot's loss of airplane control during the off-field landing, which resulted in an aerodynamic stall.",,33.756942,-117.221664,FARTHING JAMES W II,BEAVER,AIR,L65,PERRIS VALLEY,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90517,5/4/2016 8:20:00 PM,
ERA15CA080,ACC,90529,2014-12-20 15:25:00+00:00,Bumpass,Virginia,United States,,N573TB,False,DirectorBrief,2015-07-27T04:00:00Z,,0,0,0,The pilot's improper flare during a water landing.,,37.959926,-77.729675,BAUER THOMAS G,KITFOX III,AIR,,,TRUE,1,,PERS,091,Substantial,VMC,Patrick Driscoll,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90529,7/9/2015 4:20:00 PM,
WPR15CA066,ACC,90516,2014-12-20 13:30:00+00:00,San Rafael,California,United States,,N25VP,False,DirectorBrief,2015-02-11T05:00:00Z,,0,0,0,"The pilot's delayed decision to abort the takeoff. Contributing to the accident are an inadequate modification to the seat position, and the pilot's failure to check flight controls for freedom and correct movement.",,38.009998,-122.5,FERDON,THORP T 18,AIR,CA35,SAN RAFAEL,FALSE,1,,PERS,091,Substantial,VMC,BASHFORTY GLENN,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90516,2/2/2015 10:08:00 PM,
ANC15IA006,INC,90548,2014-12-20 11:30:00+00:00,Nome,Alaska,United States,,N393B,False,DirectorBrief,2015-08-11T04:00:00Z,,0,0,0,"The disengagement and subsequent binding of the right tailwheel steering cable, which disabled the rudder system.",,64.512222,-165.445281,CESSNA,180J,AIR,PAOM,Nome Airport,FALSE,1,,PERS,091,Minor,VMC,OTTON DARRIN L,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90548,6/22/2015 11:37:00 AM,
CEN15WA082,ACC,90515,2014-12-18 22:30:00+00:00,Champoton,,Mexico,,N265TW,False,,,Fatal,2,0,0,,,19.344165,-90.723335,GATES LEARJET,25D,AIR,,,FALSE,2,,,NUSN,Substantial,,,,False,,,
CEN15FA081,ACC,90513,2014-12-18 19:16:00+00:00,Seagoville,Texas,United States,,N555SF,False,DirectorBrief,2016-09-22T04:00:00Z,Fatal,1,0,0,The pilot’s loss of control and subsequent impact with terrain in instrument meteorological conditions.,,32.615001,-96.542503,BEECH,V35A,AIR,HQZ,Mesquite Metro Airport,FALSE,1,,PERS,091,Destroyed,IMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90513,8/24/2016 8:55:00 PM,
CEN15LA089,ACC,90546,2014-12-18 18:23:00+00:00,San Antonio,Texas,United States,,N700MA,False,DirectorBrief,2016-01-05T05:00:00Z,,0,0,0,The retraction of the left main landing gear after landing for reasons that could not be determined during postaccident examinations.,,29.534444,-98.470558,CESSNA,310J,AIR,SAT,SAN ANTONIO INTL,FALSE,2,,INST,091,Substantial,VMC,Alpha Tango Flying Service Inc.,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90546,11/17/2015 9:16:00 PM,
DCA15WA043,ACC,90532,2014-12-17 07:05:00+00:00,London,,United Kingdom,,EI-EBR,False,,,,0,0,0,,,0.0,0.0,BOEING,737-800,AIR,,,FALSE,,,,,Substantial,,,,False,,,
DCA15RA045,INC,90541,2014-12-17 06:43:00+00:00,Warsaw,,Poland,,DALED,False,,,,0,0,0,,,0.0,0.0,BOEING,757 - 236,AIR,,,FALSE,,,,,,,,,False,,,
ENG15RA010,INC,90745,2014-12-16 19:39:00+00:00,"Belfast, N Ireland",,United Kingdom,,G-FLBC,False,,,,0,0,0,,,0.0,0.0,BOMBARDIER INC,DHC-8-402,AIR,,,FALSE,2,,,,,,FLYBE LTD,,False,,,
WPR15FA062,ACC,90503,2014-12-16 17:20:00+00:00,Ronan,Montana,United States,,N5989Z,False,DirectorBrief,2016-06-22T04:00:00Z,Fatal,1,1,0,"The pilot’s failure to maintain clearance from terrain while performing an intentional, abrupt low-level maneuver.",,47.600833,-114.210281,PIPER,PA 18-150,AIR,7S0,RONAN,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90503,6/1/2016 2:27:00 PM,
WPR15CA063,ACC,90504,2014-12-16 10:00:00+00:00,Bicknell,Utah,United States,,N352SL,False,DirectorBrief,2015-06-01T04:00:00Z,,0,0,0,"The pilot's failure to prevent the helicopter from settling with power while maneuvering at a low altitude, which resulted in a loss of control and subsequent hard landing.",,38.330585,-111.549491,EUROCOPTER,AS 350 B2 ECUREUIL,HELI,,,FALSE,1,,OWRK,091,Substantial,VMC,Utah Highway Patrol,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90504,5/15/2015 12:36:00 PM,
DCA15WA041,ACC,90526,2014-12-16 05:00:00+00:00,Ishikawa,,Japan,,N751AN,False,,,Serious,0,2,10,,,0.0,0.0,BOEING,777 223,AIR,,,FALSE,2,,,NUSC,,,American Airlines,,False,,,
CEN15WA113,INC,90630,2014-12-15 20:55:00+00:00,Sumburgh,,United Kingdom,,G-LGNO,False,,,,0,0,0,,,0.0,0.0,SAAB-SCANIA AB,SAAB 2000,AIR,,,FALSE,2,SCHD,,NUSC,,,,,False,,,
CEN15LA078,ACC,90502,2014-12-15 11:30:00+00:00,Houston,Texas,United States,,N224JJ,False,DirectorBrief,2015-06-22T04:00:00Z,,0,0,0,The nose landing gear collapse as a result of the fracture of the engine mount at the nose gear actuator attachment point in an area that a service bulletin (SB) recommended for inspection. Contributing to the accident was maintenance personnel’s inadequate compliance with the SB.,,29.621944,-95.656944,PIPER,PA 46 350P,AIR,SGR,Sugar Land Regional,FALSE,1,,PERS,091,Substantial,VMC,DILKARA LEASING LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90502,4/27/2015 7:23:00 PM,
CEN15WA108,ACC,90618,2014-12-15 05:00:00+00:00,Lake Siutghiol,,Romania,,348,False,,,Fatal,4,0,0,,,44.246387,28.6,AIRBUS HELICOPTER,EC135T2+,HELI,,,FALSE,,,,,Substantial,,,,False,,,
ERA15FA076,ACC,90497,2014-12-14 13:43:00+00:00,Catlett,Virginia,United States,,N50402,False,DirectorBrief,2016-09-22T04:00:00Z,Fatal,1,0,0,"The pilot’s failure to maintain airspeed while maneuvering at a low altitude, which resulted in the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall.",,38.616664,-77.625831,TITAN,TORNADO II,AIR,,,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90497,8/24/2016 11:13:00 AM,
ERA15LA077,ACC,90499,2014-12-13 15:40:00+00:00,Ellisville,Mississippi,United States,,N783QJ,False,DirectorBrief,2015-10-19T04:00:00Z,,0,0,0,"The failure of the uncertified engine's front connecting rod needle bearing, which resulted in damage to the front piston and a subsequent loss of engine power. Contributing to the accident was the pilot’s decision to operate the airplane with the uncertified engine over a town that had no suitable area to land.",,31.607778,-89.197776,THOMAS R WADE,REVELATION,AIR,LUL,HESLER-NOBLE FIELD,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90499,9/23/2015 6:27:00 PM,
ERA15LA075,ACC,90495,2014-12-13 14:40:00+00:00,Brunswick,Georgia,United States,,N955R,False,DirectorBrief,2018-08-15T04:00:00Z,Fatal,1,0,0,"The pilot's decision to fly the airplane with known engine deficiencies and his subsequent exceedance of the airplane's critical angle of attack following a loss of engine power, which resulted in an aerodynamic stall and loss of control after takeoff.",,31.145555,-81.388336,JOHNSON DAVID EARL,RENEGADE SPIRIT,AIR,SSI,McKinnon St Simons Island,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90495,6/26/2018 1:23:00 PM,
DCA15CA037,ACC,90507,2014-12-12 21:30:00+00:00,Baltimore,Maryland,United States,,N7710A,False,DirectorBrief,2015-09-01T04:00:00Z,,0,0,0,an inadvertent encounter with birds during approach to land that resulted in substantial damage.,,39.175277,-76.668334,BOEING,737,AIR,BWI,Baltimore Washington Internati,FALSE,,SCHD,,121,Substantial,VMC,"Southwest Airlines, Co.",Completed,False,https://data.ntsb.gov/Docket?ProjectID=90507,9/3/2015 10:48:00 AM,
CEN15LA077,ACC,90498,2014-12-12 18:29:00+00:00,Springfield,Missouri,United States,,N3127R,False,DirectorBrief,2017-06-20T04:00:00Z,Serious,0,2,2,"The pilot’s decision to descend below the recommended altitude during approach for landing in night visual meteorological conditions, and his failure to see and avoid a lighted tower, which resulted in collision with the tower and a subsequent total loss of engine power.",,37.218055,-93.26583,NEW PIPER AIRCRAFT INC,PA 32R-301T,AIR,3DW,DOWNTOWN,FALSE,1,,BUS,091,Substantial,VMC,"INTEGRITY HOME CARE, INC.",Completed,False,https://data.ntsb.gov/Docket?ProjectID=90498,4/27/2017 11:35:00 AM,
CEN15IA079,INC,90506,2014-12-12 14:00:00+00:00,Cahokia,Illinois,United States,,N93CL,False,DirectorBrief,2015-03-17T04:00:00Z,,0,0,0,"The mechanic’s improper installation of the elevator trim actuator, which resulted in reversed elevator trim control, and his subsequent failure to detect the misrigging of the elevator cables during the postmaintenance inspection.",,38.570278,-90.154998,CESSNA,T182T,AIR,CPS,St. Louis Downtown Airport,FALSE,1,,FLTS,091,,VMC,CCL AIRCRAFT LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90506,2/19/2015 9:32:00 PM,
CEN15IA085,INC,90522,2014-12-11 22:00:00+00:00,Shreveport,Louisiana,United States,,N827AA,False,DirectorBrief,2015-06-09T04:00:00Z,,0,0,0,"A short in the trim system’s wires and connector, which resulted in the elevator trim being in a full nose-down position.",,32.433334,-93.824996,DASSAULT/SUD,FAN JET FALCON,AIR,KSHV,Shreveport Regional Airport,FALSE,,NSCH,,135,,VMC,USA JET AIRLINES INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90522,5/4/2015 3:19:00 PM,
WPR15CA059,ACC,90494,2014-12-11 21:30:00+00:00,Wendover,Utah,United States,,N961GW,False,DirectorBrief,2015-04-07T04:00:00Z,Serious,0,2,0,The pilot's failure to maintain situational awareness during a turn which resulted in a loss of airplane control.,,40.718612,-114.02861,CESSNA,182T,AIR,ENV,WENDOVER,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90494,4/2/2015 4:40:00 PM,
DCA15CA050,ACC,90607,2014-12-11 09:30:00+00:00,San Jose,California,United States,,N481WN,False,DirectorBrief,2015-11-19T05:00:00Z,Serious,0,1,0,an inadvertent encounter with convective turbulence during descent.,,37.362777,-121.929168,BOEING,737 7H4,AIR,,,FALSE,2,SCHD,,121,,IMC,Southwest Airlines,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90607,11/19/2015 5:15:00 PM,
CEN15IA076,INC,90485,2014-12-10 15:40:00+00:00,Springfield,Illinois,United States,,N661SP,False,DirectorBrief,2015-07-07T04:00:00Z,,0,0,0,"The improper installation of a doubler patch, which prevented the right flap from actuating and moving properly and led to the subsequent interference with the aileron.",,39.844444,-89.67778,CESSNA,182S,AIR,,,FALSE,1,,PUBL,PUBU,Minor,VMC,ILLINOIS STATE POLICE,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90485,6/3/2015 7:43:00 PM,
WPR15LA058,ACC,90486,2014-12-10 14:13:00+00:00,Sheridan,Wyoming,United States,,N16XP,False,DirectorBrief,2015-12-14T05:00:00Z,,0,0,0,A loss of engine power while maneuvering at low altitude for reasons that could not be determined during postaccident examination.,,44.723331,-106.978614,MCHOLLAND,GLASTAR,AIR,,Private airstrip,TRUE,1,,PERS,091,Substantial,VMC,Ronald G Lytton,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90486,11/3/2015 1:12:00 PM,
WPR15CA057,ACC,90482,2014-12-09 10:00:00+00:00,Jeffrey,Wyoming,United States,,N4881K,False,DirectorBrief,2015-03-10T04:00:00Z,Minor,0,0,2,"The pilot's inadequate approach and excessive airspeed, which resulted in a long landing, the subsequent runway overrun, and impact with terrain. Contributing to the accident was the pilot's delay in aborting the landing.",,42.532222,-107.934722,CESSNA,P210 - N,AIR,,Anderson Ranch,FALSE,1,,BUS,091,Substantial,VMC,Allen J Head,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90482,2/12/2015 12:20:00 PM,
CEN15CA095,ACC,90568,2014-12-08 17:40:00+00:00,Mount Pleasant,Texas,United States,,N787PB,False,DirectorBrief,2015-01-22T05:00:00Z,,0,0,0,The pilot's decision to maneuver the airplane at low altitude resulting in the airplane impacting power lines.,,33.093887,-94.887496,CESSNA,152,AIR,OSA,MOUNT PLEASANT RGNL,FALSE,1,,PERS,091,Destroyed,VMC,CAPPS AVIATION SERVICES LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90568,1/14/2015 1:29:00 PM,
CEN15LA084,ACC,90521,2014-12-08 12:15:00+00:00,Fort Lupton,Colorado,United States,,N409LH,False,DirectorBrief,2016-02-03T05:00:00Z,Minor,0,0,1,The loss of engine power during cruise flight for reasons that could not be determined based on the available information.,,40.079448,-104.800788,ENSTROM,280FX,HELI,18V,Platte Valley,FALSE,1,,INST,091,Substantial,VMC,Mountain One Helicopters,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90521,12/22/2015 3:11:00 PM,
DCA15MA029,ACC,90473,2014-12-08 11:41:00+00:00,Gaithersburg,Maryland,United States,AAR1601,N100EQ,True,Report,2016-06-21T04:00:00Z,Fatal,6,0,0,"the pilot's conduct of an approach in structural icing conditions without turning on the airplane's wing and horizontal stabilizer deice system, leading to ice accumulation on those surfaces, and without using the appropriate landing performance speeds for the weather conditions and airplane weight, as indicated in the airplane's standard operating procedures, which together resulted in an aerodynamic stall at an altitude at which a recovery was not possible.",,39.180278,-77.180557,EMBRAER,EMB-500,AIR,GAI,MONTGOMERY COUNTY AIRPARK,FALSE,2,,PERS,091,Destroyed,IMC,SAGE AVIATION LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=90473,1/20/2016 7:00:00 PM,
DCA15WA031,ACC,90478,2014-12-08 11:00:00+00:00,Krugersdorp,,South Africa,,ZS-KHE,False,,,,0,0,0,,,-26.078056,27.725555,BEECH,F33 - A,AIR,,,FALSE,,,,NUSC,Destroyed,,,,False,,,
