NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N,HasSafetyRec,ReportType,OriginalPublishDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,DocketUrl,DocketPublishDate,Unnamed: 37
ERA24LA171,ACC,194061,2024-04-09 08:30:00+00:00,South Kingstown,Rhode Island,United States,,N331EL,False,DirectorBrief,2024-05-29T04:00:00Z,,0,0,0,The pilot’s failure to maintain clearance from the water while maneuvering at low altitude.,,41.437414,-71.572543,ROBINSON HELICOPTER COMPANY,R44 II,HELI,,,FALSE,1,,OWRK,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194061,5/29/2024 5:00:00 PM,
CEN24LA153,ACC,194068,2024-04-09 07:13:00+00:00,Oklahoma City,Oklahoma,United States,,N243MH,False,DirectorBrief,2024-06-28T04:00:00Z,,0,0,0,An in-flight collision with a bird during the initial climb.,,35.544221,-97.645551,BEECH,B300,AIR,PWA,Wiley Post Airport,FALSE,2,,EXEC,091,Substantial,VMC,ALLEN CONTRACTING INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194068,6/28/2024 5:00:00 PM,
WPR24LA125,ACC,194089,2024-04-08 16:15:00+00:00,Portales,New Mexico,United States,,N2147C,False,DirectorBrief,2025-11-13T05:00:00Z,Minor,0,0,1,The pilot’s decision to take off with a quartering tailwind and his subsequent failure to maintain directional control. Contributing to the accident was the pilot’s improper elevator control inputs during takeoff.,,34.146411,-103.41167,CESSNA,195B,AIR,PRZ,PORTALES MUNI,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194089,11/14/2025 3:00:00 PM,
CEN24LA151,ACC,194054,2024-04-08 14:10:00+00:00,Clarksville,Arkansas,United States,,N131N,False,DirectorBrief,2025-03-19T04:00:00Z,Serious,0,4,0,"The pilot’s mismanagement of the fuel supply, which resulted in a loss of engine power on the left engine due to fuel starvation.",,35.4706,-93.4271,TEMCO,D-16A,AIR,H35,Clarksville,FALSE,2,NSCH,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194054,3/19/2025 6:00:00 PM,
ERA24LA177,ACC,194083,2024-04-08 11:19:00+00:00,Carrabassett,Maine,United States,,N6465P,False,DirectorBrief,2024-05-29T04:00:00Z,,0,0,0,The pilot’s failure to attain a proper touchdown point while landing in gusty wind conditions.,,45.08532,-70.216323,PIPER,PA-24-250,AIR,B21,SUGARLOAF RGNL,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194083,5/29/2024 5:00:00 PM,
DCA24WA153,INC,194069,2024-04-08 04:00:00+00:00,Maiquetía,,Venezuela,,YV3011,False,,,,0,0,0,,,10.596056,-66.995562,BOEING,737,AIR,,,FALSE,,,,NUSC,Unknown,,,,False,,,
ANC24LA023,ACC,194057,2024-04-07 18:30:00+00:00,Deer Park,Washington,United States,,N19390,False,DirectorBrief,2025-03-06T05:00:00Z,,0,0,0,The pilot’s improper landing flare which resulted in the airplane contacting the ground short of the runway.,,47.976951,-117.43123,CESSNA,150L,AIR,DEW,DEER PARK,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194057,3/6/2025 7:00:00 PM,
ERA24LA168,ACC,194044,2024-04-07 10:25:00+00:00,Ellington,Connecticut,United States,,N90JF,False,DirectorBrief,2024-06-21T04:00:00Z,,0,0,0,"The pilot’s failure to maintain a proper glidepath to the runway, which resulted in a runway undershoot and collision with terrain.",,41.925417,-72.457111,CESSNA,208,AIR,7B9,Ellington Airport,FALSE,1,,SKYD,091,Substantial,VMC,Connecticut Parchutists,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194044,6/21/2024 5:00:00 PM,
ERA24LA169,ACC,194045,2024-04-07 09:20:00+00:00,Hendersonville,North Carolina,United States,,N381RS,False,DirectorBrief,2024-05-29T04:00:00Z,,0,0,0,A loss of engine power for undetermined reasons.,,35.3187,-82.461,SNYDER ROBERT L,CHALLENGER II,AIR,0A7,HENDERSONVILLE,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194045,5/29/2024 5:00:00 PM,
DCA24WA177,INC,194166,2024-04-07 04:00:00+00:00,Miho,,Japan,,JA69AN,False,,,,0,0,0,,,0.0,0.0,BOEING,737,AIR,,,FALSE,,,,129,,,"ANA Wings co, ltd",,False,,,
ERA24LA165,ACC,194040,2024-04-06 18:02:00+00:00,Cleveland,Ohio,United States,,N1861M,False,DirectorBrief,2024-08-30T04:00:00Z,Serious,0,1,0,"The pilot’s failure to maintain control of the airplane during landing, resulting in a hard, bounced landing.",,41.405557,-81.86446,BEECH,A36,AIR,CLE,CLEVELAND-HOPKINS INTL,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194040,8/30/2024 5:00:00 PM,
GAA24WA137,ACC,194052,2024-04-06 17:30:00+00:00,Guatemala City,,Guatemala,,TG-MLB,False,,,Minor,0,0,3,,,14.585167,-90.525,PIPER,PA28,AIR,MGGT,La Aurora International Airport,FALSE,1,,,NUSN,Substantial,,Optimum Aviation,,False,,,
ERA24LA166,ACC,194041,2024-04-06 13:50:00+00:00,Key Biscayne,Florida,United States,,N234ZT,False,DirectorBrief,2025-01-02T05:00:00Z,Serious,0,1,0,A loss of engine power for reasons that could not be determined.,,25.66406,-80.13981,ROBINSON HELICOPTER,R44,HELI,,,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194041,1/2/2025 6:00:00 PM,
ANC24LA021,ACC,194055,2024-04-06 11:33:00+00:00,HUASNA,California,United States,,N8907B,False,DirectorBrief,2024-05-03T04:00:00Z,Minor,0,0,1,"The pilot’s failure to maintain adequate airspeed during a low altitude maneuver, resulting in a loss of control.",,35.0,-120.0,CESSNA,172,AIR,,Huasna Ranch,FALSE,1,,ADRP,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194055,5/3/2024 5:00:00 PM,
DCA24WA152,INC,194067,2024-04-06 11:20:00+00:00,London,,United Kingdom,,G-VDIA,False,,,,0,0,0,,,51.471036,-0.455505,BOEING,787,HELI,,London Heathrow Airport,FALSE,2,,,NUSC,Minor,,,,False,,,
CEN24LA149,ACC,194048,2024-04-05 14:54:00+00:00,Lake Elmo,Minnesota,United States,,N245EM,False,DirectorBrief,2024-05-09T04:00:00Z,,0,0,0,"The student pilot’s improper landing flare, which resulted in a bounced landing, and the nose gear collapsing. Contributing to the accident was the student pilot’s lack of experience.",,44.994257,-92.853946,Van's Aircraft,RV-12iS,AIR,21D,LAKE ELMO,FALSE,1,,INST,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194048,5/9/2024 5:00:00 PM,
CEN24LA152,ACC,194058,2024-04-05 11:03:00+00:00,Galveston,Texas,United States,,N9996V,False,DirectorBrief,2024-06-27T04:00:00Z,,0,0,0,"Maintenance personnel’s failure to properly secure the oil filter adapter when replacing the oil filter adapter gasket which resulted in the filter becoming loose, resulting in the loss of engine oil, and the subsequent total loss of engine power.",,29.265333,-94.860417,BELLANCA,17-30A,AIR,GLS,Scholes International Airport at Galveston,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194058,6/28/2024 5:00:00 PM,
CEN24LA150,ACC,194050,2024-04-05 08:30:00+00:00,Chandeluer Islands,Louisiana,United States,,N7896S,False,DirectorBrief,2024-06-21T04:00:00Z,,0,0,0,"The pilot’s improper decision to attempt a landing on rough water conditions, which resulted in an impact with the water.",,29.33088,-89.396912,CESSNA,U206B,AIR,,,FALSE,1,NSCH,OWRK,135,Substantial,VMC,Cajun Air,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194050,6/21/2024 5:00:00 PM,
WPR24LA121,ACC,194060,2024-04-04 20:00:00+00:00,Yucca Grove,California,United States,,N743JT,False,DirectorBrief,2024-11-26T05:00:00Z,,0,0,0,"The pilot’s improper repair of the oil sump, which resulted in a loss of oil pressure and collision with terrain during a precautionary landing.",,35.436962,-115.69038,Kitfox,Series 5,AIR,,,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194060,11/26/2024 6:00:00 PM,
CEN24FA148,ACC,194033,2024-04-04 16:33:00+00:00,Antlers,Oklahoma,United States,,N88DT,False,DirectorBrief,2026-03-18T04:00:00Z,Fatal,3,0,0,Impact with terrain for reasons that could not be determined.,,34.17056,-95.662778,DAVIS,DA-3,AIR,80F,Antlers Municipal,FALSE,1,NSCH,PERS,091,Destroyed,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194033,3/18/2026 5:00:00 PM,
ERA24LA163,ACC,194035,2024-04-04 15:37:00+00:00,Seffner,Florida,United States,,N469JA,False,DirectorBrief,2025-09-11T04:00:00Z,Serious,0,1,1,"The improper installation of the fuel line that connected the fuel pump to the four-way distributor, which resulted in fuel starvation when the line became disconnected.",,27.968003,-82.286151,EVEKTOR-AEROTECHNIK A S,HARMONY LSA,AIR,,,FALSE,1,,POSI,091,Substantial,VMC,"Jet Access Group, Inc.",Completed,False,https://data.ntsb.gov/Docket?ProjectID=194035,9/11/2025 5:00:00 PM,
WPR24LA122,ACC,194062,2024-04-04 14:45:00+00:00,Nordman,Idaho,United States,,N5281D,False,DirectorBrief,2026-04-15T04:00:00Z,,0,0,0,"Maintenance personnel's improper installation of the left main landing gear wheel assembly, which resulted in a loss of torque and subsequent separation of the wheel and axle assembly from the main landing gear leg during landing.",,48.574,-116.95858,CESSNA,180A,AIR,67S,PRIEST LAKE USFS,FALSE,1,,INST,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194062,4/15/2026 6:00:00 PM,
CEN24LA147,ACC,194032,2024-04-03 22:11:00+00:00,Bluff Dale,Texas,United States,,N8946,False,DirectorBrief,2026-03-04T05:00:00Z,Minor,0,0,1,An engine compartment fire for reasons that could not be determined due to extensive thermal damage.,,32.31,-98.058,BELLANCA,7KCAB,AIR,,,FALSE,1,,PERS,091,Destroyed,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194032,3/4/2026 6:00:00 PM,
DCA24LA144,ACC,194029,2024-04-03 07:33:00+00:00,Cecil,North Carolina,United States,,N899AT,False,DirectorBrief,2024-10-15T04:00:00Z,Serious,0,1,0,An encounter with clear air turbulence.,,35.31538,-82.937207,BOEING,717-200,AIR,,,FALSE,2,SCHD,,121,,VMC,"Delta Air Lines, Inc.",Completed,False,https://data.ntsb.gov/Docket?ProjectID=194029,10/15/2024 6:00:00 PM,
DCA24FA143,ACC,194028,2024-04-03 04:00:00+00:00,Gulf of Mexico,Gulf of America,United States,,N567WN,False,DirectorBrief,,Serious,0,2,1,,,28.348,-86.4554,BOEING,737-7CT,AIR,,,FALSE,2,SCHD,,121,,VMC,SOUTHWEST AIRLINES CO,In work,False,,,
DCA24WA165,INC,194116,2024-04-03 00:03:00+00:00,Shaga,,Kazakhstan,,TC-ACG,False,,,,0,0,0,,,43.315901,68.546837,BOEING,747,AIR,,,FALSE,4,,,NUSC,Minor,,,,False,,,
GAA24WA135,ACC,194031,2024-04-02 17:50:00+00:00,Balneario Laguna de Gómez,,Argentina,,LV-BHM,False,,,,0,0,0,,,-34.656111,-61.031944,CESSNA,152,AIR,,,FALSE,,,PERS,NUSN,Substantial,VMC,,,False,,,
CEN24LA146,ACC,194021,2024-04-02 13:10:00+00:00,Kaplan,Louisiana,United States,,N75099,False,DirectorBrief,,,0,0,0,,,29.947353,-92.359367,Schweizer Aircraft Corporation,G-164B,AIR,,,FALSE,1,,AAPL,137,Substantial,VMC,Vincent Flying Service Inc,In work,False,https://data.ntsb.gov/Docket?ProjectID=194021,4/22/2026 5:00:00 PM,
CEN24LA145,ACC,194020,2024-04-02 10:56:00+00:00,Alpine,Arkansas,United States,,N86UM,False,DirectorBrief,2026-03-27T04:00:00Z,Minor,0,0,1,"The improper maintenance of the cabin air and exhaust system which resulted in a cracked exhaust pipe and damaged cabin air tubing, and the subsequent elevated carbon monoxide levels in the cockpit and a forced landing to unsuitable terrain after the pilot suspected carbon monoxide poisoning.",,34.240469,-93.364395,MOONEY,M20E,AIR,,,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194020,3/27/2026 5:00:00 PM,
ERA24FA160,ACC,194019,2024-04-02 10:38:00+00:00,Mulberry,Florida,United States,,N622PC,False,DirectorBrief,2025-06-04T04:00:00Z,Fatal,1,0,0,"The pilot/builder’s modifications of the motorglider’s engine, which resulted in an excessively lean fuel air mixture, preignition, piston failure, and a subsequent total loss of engine power during the initial climb. Contributing to the outcome was the pilot’s failure to maintain airspeed and his exceedance of the motorglider’s critical angle of attack following the loss of engine power, which resulted in an aerodynamic stall/spin at an altitude too low to recover.",,27.931275,-82.041907,ARTHUR B CANNING,MERLIN LITE,GLI,X49,SOUTH LAKELAND,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194019,6/4/2025 5:00:00 PM,
ERA24LA214,ACC,194230,2024-04-01 12:00:00+00:00,St. Augustine,Florida,United States,,N7371R,False,DirectorBrief,2026-04-03T04:00:00Z,,0,0,0,The incomplete extension of the landing gear into the down-and-locked position for reasons that could not be determined. .,,29.95925,-81.339729,BEECH,95B55,AIR,SGJ,Northeast Florida Regional Airport,FALSE,2,,FLTS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194230,4/3/2026 5:00:00 PM,
CEN24LA144,ACC,194014,2024-04-01 10:27:00+00:00,Muncie,Indiana,United States,,N8438B,False,DirectorBrief,,Serious,0,3,0,,,40.235157,-85.405945,PIPER,PA28,AIR,MIE,DELAWARE COUNTY RGNL,FALSE,1,,PERS,091,Destroyed,IMC,,In work,False,,,
DCA24WA140,ACC,194024,2024-04-01 04:00:00+00:00,Narita,,Japan,,JA843J,False,,,Serious,0,1,3,,,0.0,0.0,BOEING,787,AIR,,,FALSE,,,,NUSC,,,,,False,,,
ERA24LA183,ACC,194104,2024-03-31 13:00:00+00:00,Conyers,Georgia,United States,,N3420E,False,DirectorBrief,2024-06-21T04:00:00Z,Minor,0,0,1,"An encounter with shifting wind conditions, which resulted in the airplane using more runway than anticipated, an aborted takeoff, and subsequent runway excursion. Contributing to the accident was the pilot’s failure account for the potential of variable and shifting wind in his departure planning.",,33.78233,-83.9888,AERONCA,11AC,AIR,GA80,WHISPERING PINES,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194104,6/21/2024 5:00:00 PM,
DCA24WA146,ACC,194038,2024-03-31 08:21:00+00:00,Malakal,,Sudan,,5Y-IRE,False,,,,0,0,0,,,0.0,0.0,BOEING,727,AIR,,,FALSE,,,,NUSC,Destroyed,,,,False,,,
DCA24WA137,OCC,194009,2024-03-31 04:00:00+00:00,"Malakal, South Sudan",,Sudan,,5Y-IRE,False,,,,0,0,0,,,0.0,0.0,BOEING,727,AIR,HJMK,Malakal,FALSE,,NSCH,,129,Substantial,,Safe Air,,False,,,
WPR24FA119,ACC,194007,2024-03-30 18:37:00+00:00,Truckee,California,United States,,N960LP,False,DirectorBrief,,Fatal,2,0,0,,,39.333665,-120.15256,DAHER,TBM700,AIR,TRK,TRUCKEE-TAHOE,FALSE,1,,PERS,091,Destroyed,IMC,AVRAM ENTERPRISES LLC,In work,False,,,
ANC24LA022,ACC,194056,2024-03-30 17:40:00+00:00,Hermiston,Oregon,United States,,N188CG,False,DirectorBrief,2024-12-02T05:00:00Z,,0,0,0,"The pilot’s failure to maintain directional control during takeoff, which resulted in a nose over. Contributing to the accident was the flight instructor’s delayed remedial action.",,45.82868,-119.26041,CORY GREEN,KITFOX SERIES 7 STI,AIR,KHRI,Hermiston Municipal Airport,TRUE,1,,INST,091,Substantial,VMC,Bracher Farms,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194056,12/2/2024 6:00:00 PM,
WPR24LA120,ACC,194015,2024-03-30 15:15:00+00:00,Angel Fire,New Mexico,United States,,N9989R,False,DirectorBrief,2024-10-24T04:00:00Z,,0,0,0,The pilot's failure to maintain directional control of the airplane during takeoff with a gusting crosswind..,,36.418086,-105.29032,BEECRAFT,Bonanza,AIR,AXX,ANGEL FIRE,FALSE,1,,PERS,091,Substantial,VMC,Aspen Aircraft LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194015,10/24/2024 6:00:00 PM,
ERA24LA164,ACC,194036,2024-03-30 14:48:00+00:00,North Kingstown,Rhode Island,United States,,N7538P,False,DirectorBrief,,,0,0,0,,,41.604,-71.3975,PIPER,PA-24-250,AIR,OQU,QUONSET STATE,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,https://data.ntsb.gov/Docket?ProjectID=194036,4/22/2026 5:00:00 PM,
ERA24FA157,ACC,194006,2024-03-30 13:20:00+00:00,Fort Pierce North,Florida,United States,,N595ND,False,DirectorBrief,2026-03-27T04:00:00Z,Fatal,1,1,0,"The flight instructor’s failure to maintain control of the multiengine airplane after a partial loss of engine power on one engine during a go-around, which resulted in an aerodynamic stall. Contributing to the accident was the mechanic’s failure to check the condition/security of the right engine’s carburetor throttle arm linkage during the annual inspection, which resulted in a partial loss of engine power.",,27.493857,-80.370002,PIPER AIRCRAFT INC,PA-44-180,AIR,FPR,TREASURE COAST INTL,FALSE,2,,INST,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194006,3/27/2026 5:00:00 PM,
CEN24LA142,ACC,194010,2024-03-30 13:10:00+00:00,Ben Wheeler,Texas,United States,,N3322U,False,DirectorBrief,2024-06-28T04:00:00Z,,0,0,0,The pilot’s failure to maintain control while landing in a gusting wind.,,32.428211,-95.711126,CESSNA,182F,AIR,TA37,Vaca Moo Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194010,6/28/2024 5:00:00 PM,
ERA24LA159,ACC,194018,2024-03-30 12:40:00+00:00,Clermont,Florida,United States,,N20330,False,DirectorBrief,2025-01-16T05:00:00Z,Serious,0,1,0,"Lack of lubrication of the No. 4 connecting rod bearing, which resulted in a total loss of engine power.",,28.547079,-81.768557,DTA,VOYAGER II 912S,WSFT,,,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194018,1/14/2025 6:00:00 PM,
ERA24LA170,ACC,194046,2024-03-30 12:30:00+00:00,Huntsville,Alabama,United States,,N222MA,False,DirectorBrief,2024-07-18T04:00:00Z,,0,0,0,"The failure of the nose landing gear actuator forward hydraulic fitting, which resulted in a main landing gear collapse during landing due to the loss of hydraulic fluid and pressure.",,34.646367,-86.782303,BETA BIZ LLC,LX7,AIR,HSV,Huntsville International Airport,TRUE,1,,PERS,091,Substantial,VMC,BETA BIZ LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194046,7/18/2024 5:00:00 PM,
GAA24WA134,ACC,194026,2024-03-30 04:00:00+00:00,Tyrol,,Austria,,D-EFCC,False,,,Fatal,1,0,0,,,0.0,0.0,Reims,Cessna FR172F,AIR,,,FALSE,,,,129,Substantial,,,,False,,,
GAA24WA133,ACC,194023,2024-03-29 17:30:00+00:00,La Linea,,Chile,,CC-PFV,False,,,Fatal,1,2,0,,,-39.829444,-72.488333,CESSNA,172,AIR,,,FALSE,,,,UNK,Substantial,VMC,,,False,,,
GAA24WA156,ACC,194186,2024-03-29 15:00:00+00:00,"Nova Iguaçu deGoiás, GO",,Brazil,,PS-EJR,False,,,,0,0,0,,,0.0,0.0,PIPER,46,AIR,,,FALSE,,,,NUSN,Substantial,,,,False,,,
ERA24LA161,ACC,194030,2024-03-29 12:50:00+00:00,Sanford,Florida,United States,,N5429K,False,DirectorBrief,2025-01-16T05:00:00Z,,0,0,0,A sudden loss of all engine power during takeoff for undetermined reasons.,,28.78308,-81.24972,NAVION,Navion B,AIR,SFB,Orlando Sanford International,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194030,1/14/2025 6:00:00 PM,
CEN24LA143,ACC,194011,2024-03-29 12:20:00+00:00,Moran,Kansas,United States,,N910GX,False,DirectorBrief,2024-07-18T04:00:00Z,,0,0,0,An in-flight collision with birds while in cruise flight.,,37.85,-95.216667,BELL HELICOPTER TEXTRON CANADA,407,HELI,CNU,,FALSE,1,NSCH,OWRK,135,Substantial,VMC,MED TRANS CORP,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194011,7/18/2024 5:00:00 PM,
GAA24WA159,ACC,194203,2024-03-29 12:00:00+00:00,Tolima,,Colombia,,HK2328,False,,,Fatal,1,0,0,,,0.0,0.0,CESSNA,152,AIR,,,FALSE,,,,NUSN,Destroyed,,,,False,,,
ERA24LA158,ACC,194008,2024-03-29 11:41:00+00:00,Jasper,Georgia,United States,,N387E,False,DirectorBrief,2025-01-16T05:00:00Z,Serious,0,1,0,The total loss of engine power due to fuel starvation for reasons that could not be determined due to impact-related damage.,,34.468555,-84.495474,JMMT LLC,VANS RV9A,AIR,JZP,Pickens County Airport,TRUE,1,,FLTS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194008,1/14/2025 6:00:00 PM,
DCA24WA154,INC,194073,2024-03-28 20:06:00+00:00,Madrid,,Spain,,EC-OBO,False,,,,0,0,0,,,40.49813,-3.562973,Boeing,737,AIR,,,FALSE,2,,,NUSC,Minor,,,,False,,,
WPR24LA118,ACC,194003,2024-03-28 13:20:00+00:00,Phoenix,Arizona,United States,,N458RS,False,DirectorBrief,2024-11-19T05:00:00Z,,0,0,0,The pilot’s failure to maintain directional control during the landing roll.,,33.688306,-112.08255,AMERICAN LEGEND AIRCRAFT CO,AL18,AIR,DVT,PHOENIX DEER VALLEY,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194003,11/19/2024 7:00:00 PM,
GAA24WA158,ACC,194202,2024-03-28 04:00:00+00:00,Serra do Japi,,Brazil,,PT-WLP,False,,,Fatal,1,0,0,,,0.0,0.0,PIPER,PA34,AIR,,,FALSE,,,,NUSN,Destroyed,,,,False,,,
DCA24LA135,ACC,194001,2024-03-28 03:34:00+00:00,Lakeland,Georgia,United States,,N6705Y,False,DirectorBrief,2025-01-14T05:00:00Z,Serious,0,1,0,An inadvertent encounter with convective turbulence that resulted in a serious injury to a flight attendant.,,31.0,-83.0,BOEING,757-232,AIR,,,FALSE,2,SCHD,,121,,IMC,DELTA AIR LINES INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194001,1/16/2025 7:00:00 PM,
CEN24LA172,ACC,194182,2024-03-26 13:45:00+00:00,Baton Rouge,Louisiana,United States,,N67183,False,DirectorBrief,2025-03-05T05:00:00Z,,0,0,0,The pilot’s loss of control during takeoff that resulted in a hard landing.,,30.533,-91.1524,BELL,206B,HELI,BTR,Baton Rouge Metro Airport,FALSE,1,,PUBS,091,Substantial,VMC,STATE OF LOUISIANA,Completed,False,https://data.ntsb.gov/Docket?ProjectID=194182,9/12/2024 5:00:00 PM,
GAA24WA128,ACC,193995,2024-03-26 13:39:00+00:00,Cambridgeshire,,United Kingdom,,G-RGSK,False,,,Fatal,1,0,0,,,0.0,0.0,CIRRUS,SR22,AIR,,,FALSE,,,,NUSN,Substantial,,,,False,,,
GAA24WA130,INC,193999,2024-03-26 10:15:00+00:00,Grenchen,,Switzerland,,HB-TDD,False,,,,0,0,0,,,0.0,0.0,CESSNA,172,AIR,,,FALSE,,,,NUSN,Unknown,,,,False,,,
DCA24WA332,INC,200528,2024-03-26 04:40:00+00:00,Madinah,,Saudi Arabia,,TC-LKA,False,,,,0,0,0,,,24.553333,39.705,BOEING,777,AIR,,,FALSE,2,SCHD,,NUSC,,,Turkish Airlines,,False,,,
DCA24WA136,OCC,194005,2024-03-26 04:00:00+00:00,La Paz,,Bolivia,,CP-3188,False,,,,0,0,0,,,0.0,0.0,BOEING,737,AIR,,,FALSE,,SCHD,,129,,,Boliviana,,False,,,
ERA24LA155,ACC,193988,2024-03-25 19:49:00+00:00,Knoxville,Tennessee,United States,,N912GB,False,DirectorBrief,2024-10-22T04:00:00Z,Minor,0,0,1,The pilot’s failure to retract the landing gear of the amphibious airplane prior to a water landing.,,35.963833,-83.873667,SOUTH CENTRAL AVIATION,SEAREY,AIR,DKX,KNOXVILLE DOWNTOWN ISLAND,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=193988,10/22/2024 5:00:00 PM,
CEN24LA141,ACC,193992,2024-03-25 18:53:00+00:00,Gonzales,Texas,United States,,N20MN,False,DirectorBrief,2026-04-03T04:00:00Z,,0,0,0,"Maintenance personnel’s failure to properly torque the crankshaft idler gear hardware according to the engine manufacturer’s service instructions, which resulted in separation of the crankshaft idler gear’s fasteners and disengagement of the camshaft, crankshaft, and crankshaft idler gear and a subsequent total loss of engine power.",,29.532729,-97.46641,Cozy,Mark IV,AIR,T20,Roger M. Dreyer Memorial Airport,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=193992,4/3/2026 5:00:00 PM,
ERA24FA154,ACC,193984,2024-03-25 11:54:00+00:00,St. Augustine,Florida,United States,,N4387W,False,DirectorBrief,2026-04-03T04:00:00Z,Fatal,2,0,0,"The pilot’s failure to maintain adequate airspeed of the airplane while in the traffic pattern, which resulted in an aerodynamic stall/spin. Contributing was the pilot’s distraction due to the in-flight opening of the main cabin door, which resulted from the incorrect closure of the door before takeoff.",,29.95925,-81.339729,MOONEY,M20K,AIR,SGJ,NORTHEAST FLORIDA RGNL,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=193984,4/3/2026 5:00:00 PM,
CEN24LA140,ACC,193987,2024-03-25 11:00:00+00:00,San Saba,Texas,United States,,N498TB,False,DirectorBrief,2026-04-15T04:00:00Z,,0,0,0,A total loss of engine power due to multiple connecting rod failures from oil starvation.,,31.235745,-98.717694,CESSNA,T210,AIR,81R,San Saba County Municipal,FALSE,1,,PERS,091,Substantial,VMC,ADVENTURE ALASKA TOURS INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=193987,4/15/2026 6:00:00 PM,
ERA24LA153,ACC,193983,2024-03-24 14:10:00+00:00,Tavernier,Florida,United States,,N291AG,False,DirectorBrief,2025-01-02T05:00:00Z,Minor,0,0,2,"The gyroplane’s encounter with a tailwind during the initial climb, which resulted in a loss of airspeed and subsequent forced landing.",,25.00449,-80.53557,DENZIL VELARDE,MTO SPORT,GYRO,FA81,TAVERNAERO PARK,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=193983,1/2/2025 6:00:00 PM,
ERA24LA152,ACC,193982,2024-03-24 13:30:00+00:00,Opelika,Alabama,United States,,N863AU,False,DirectorBrief,2025-04-02T04:00:00Z,Minor,0,0,1,A partial loss of engine power due to a combination of fuel/oil contamination in the fuel injector assembly.,,32.614587,-85.421371,CESSNA,172,AIR,AUO,AUBURN UNIVERSITY RGNL,FALSE,1,,PERS,091,Substantial,VMC,AUBURN UNIVERSITY,Completed,False,https://data.ntsb.gov/Docket?ProjectID=193982,4/2/2025 6:00:00 PM,
