NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N,HasSafetyRec,ReportType,OriginalPublishDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,DocketUrl,DocketPublishDate,Unnamed: 37
ERA25LA085,ACC,199489,2024-12-25 18:00:00+00:00,Loganville,Georgia,United States,,N6665K,False,DirectorBrief,2025-04-22T04:00:00Z,Serious,0,1,0,The pilot’s failure to maintain clearance of trees during an attempted go-around in sun glare.,,33.797055,-83.851292,AERONCA,15AC,AIR,6GA4,SPRING VALLEY FARM,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199489,4/22/2025 6:00:00 PM,
DCA25WA069,ACC,199471,2024-12-25 07:25:00+00:00,Aktau,,Kazakhstan,,4R-AZ65,False,,,Fatal,35,32,0,,,0.0,0.0,EMBRAER,ERJ190,,,,FALSE,,SCHD,,NUSC,,,Azerbaijan Airlines,,False,,,
ANC25LA012,ACC,199467,2024-12-24 17:00:00+00:00,Palmer,Alaska,United States,,N3802Z,False,DirectorBrief,2025-06-13T04:00:00Z,,0,0,0,The pilot’s improper airspeed management which resulted in a bounced landing and insufficient airspeed to perform a go around procedure.,,61.614951,-149.07413,PIPER,PA-18-150,AIR,,,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199467,6/13/2025 5:00:00 PM,
DCA25WA079,ACC,199487,2024-12-23 17:41:00+00:00,Graz,,Austria,,HB-JCD,False,DirectorBrief,,Fatal,1,1,0,,,465935.0,152621.0,AIRBUS CANADA,A220,AIR,,,FALSE,,,,NUSC,Minor,,Swiss,,False,,,
GAA25WA049,ACC,199484,2024-12-23 12:45:00+00:00,Fife,,United Kingdom,,N4698W,False,,2025-12-23T05:00:00Z,Fatal,1,0,0,,,0.0,0.0,ROCKWELL INTERNATIONAL,112TCA,AIR,,,FALSE,1,,,NUSN,Substantial,,Southern Aircraft Consultancy,,False,,,
ANC25LA013,ACC,199472,2024-12-23 12:00:00+00:00,Waimea,Hawaii,United States,,N7143E,False,DirectorBrief,2025-09-30T04:00:00Z,,0,0,0,"The pilot’s inadequate monitoring of the fuel status while en route, which resulted in a total loss of engine power due to fuel starvation.",,19.988556,-155.67623,CESSNA,182B,AIR,,,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199472,9/30/2025 5:00:00 PM,
WPR25LA070,ACC,199466,2024-12-22 17:39:00+00:00,Gila Bend,Arizona,United States,,N1FB,False,DirectorBrief,,Minor,0,0,1,,,33.04319,-112.90149,VANS,RV-7A,AIR,,,TRUE,1,,PERS,091,Substantial,VMC,,In work,False,,,
WPR25LA069,ACC,199463,2024-12-22 16:45:00+00:00,Carson,California,United States,,N519CV,False,DirectorBrief,2025-04-22T04:00:00Z,,0,0,0,The pilot’s decision to conduct a prolonged slip against warnings specified in the Pilot’s Operating Handbook which resulted in a total loss of engine power due to fuel starvation.,,33.854479,-118.26942,SLING AIRCRAFT (PTY) LTD,SLING LSA,AIR,CPM,Compton-Woodley,FALSE,1,,PERS,091,Substantial,VMC,Sling Flying Club,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199463,4/22/2025 6:00:00 PM,
GAA25WA203,ACC,200481,2024-12-22 15:38:00+00:00,Nayarit,,Mexico,,XB-MLO,False,,2025-09-04T04:00:00Z,Fatal,7,0,0,,,0.0,0.0,CESSNA,C207,AIR,,,FALSE,,,,129,Destroyed,,,,False,,,
GAA25WA048,ACC,199465,2024-12-22 10:13:00+00:00,Gramado,,Brazil,,PR-NDN,False,,2026-02-17T05:00:00Z,Fatal,10,0,0,,,-29.367222,-50.86,PIPER,PA42,AIR,SSCN,Canela,FALSE,2,,PERS,NUSN,Destroyed,,,,False,,,
GAA25WA047,ACC,199460,2024-12-22 05:00:00+00:00,Wasu,,Papua New Guinea,,P2-SAM,False,,,,0,0,0,,,0.0,0.0,Pilatus Britten Norman,BN-2B-26 Islander,AIR,,,FALSE,,,,NUSN,Destroyed,,,,False,,,
DCA25LA065,ACC,199458,2024-12-21 19:30:00+00:00,Orlando,Florida,United States,,UNREG,False,DirectorBrief,,Serious,0,1,0,,,28.541143,-81.36349,Uvify,IFO,UNMANNED,,,FALSE,,,,UNK,Substantial,VMC,Sky Elements,In work,False,,,
ERA25LA089,ACC,199501,2024-12-21 19:00:00+00:00,Myakka City,Florida,United States,,UNREG,False,DirectorBrief,2025-07-03T04:00:00Z,Serious,0,1,0,"The non-certificated pilot’s improper decision to operate the powered parachute in close proximity to a fence, which resulted in a collision with the fence during takeoff. Also causal was the pilot’s decision to operate the powered parachute without having received any formal training.",,27.340327,-82.137442,BUCKEYE,DREAM MACHINE,PPAR,,,FALSE,1,,PERS,091,,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199501,7/3/2025 5:00:00 PM,
GAA25WA046,ACC,199461,2024-12-21 17:12:00+00:00,Émerainville,,France,,F-GFIE,False,,,Minor,0,0,2,,,48.821036,2.60801,PIPER,PA28,AIR,,Lognes Airfield,FALSE,1,,,NUSN,Destroyed,,,,False,,,
WPR25LA068,ACC,199462,2024-12-21 17:10:00+00:00,Brawley,California,United States,,N191DY,False,DirectorBrief,2025-08-11T04:00:00Z,,0,0,0,"The flight instructor’s lack of remedial action to the student pilot’s inadequate landing flare, which resulted in a hard landing and a loss of directional control.",,32.985196,-115.52824,REMOS AIRCRAFT GMBH,REMOS G-3/600,AIR,BWC,BRAWLEY MUNI,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199462,8/11/2025 5:00:00 PM,
CEN25LA063,ACC,199464,2024-12-21 16:27:00+00:00,Springfield,Missouri,United States,,N3104U,False,DirectorBrief,2025-02-21T05:00:00Z,Minor,0,0,1,The student pilot’s failure to maintain control of the helicopter while turning on the blower fan switch after landing that resulted in a dynamic rollover sequence.,,37.0,-93.0,ROBINSON HELICOPTER,R22 BETA,HELI,3DW,Downtown Airport,FALSE,1,NSCH,INST,091,Destroyed,VMC,"So Fly Flight Training Academy, LLC",Completed,False,https://data.ntsb.gov/Docket?ProjectID=199464,2/21/2025 7:00:00 PM,
ANC25LA011,ACC,199457,2024-12-21 00:15:00+00:00,Honolulu,Hawaii,United States,,N438CA,False,DirectorBrief,,,0,0,0,,,21.32,-157.91,RAYTHEON AIRCRAFT COMPANY,C90A,AIR,HNL,,FALSE,2,NSCH,OWRK,135,Substantial,VMC,GUARDIAN FLIGHT LLC,In work,False,,,
ERA25FA082,ACC,199456,2024-12-20 15:00:00+00:00,Cintrona,Puerto Rico,United States,,N22088,False,DirectorBrief,,Fatal,1,0,0,,,18.014348,-66.52444,CESSNA,172,AIR,TJPS,Mercedita Airport,FALSE,1,,PERS,091,Substantial,VMC,FLIGHT WORLD INC,In work,False,,,
GAA25WA061,ACC,199549,2024-12-20 14:00:00+00:00,Manicore,,Brazil,,PT-JCZ,False,,,Fatal,2,0,0,,,-5.90222,-61.33167,CESSNA,310,AIR,,,FALSE,,,,NUSN,Destroyed,,Patrimonial Celta LTDA,,False,,,
DCA25WA089,INC,199564,2024-12-19 20:09:00+00:00,Belize City,,Belize,,"N3772H, N14249",False,,2026-04-14T04:00:00Z,,0,0,0,,,17.539101,-88.308197,"BOEING, BOEING","737-832, 737-824","AIR,AIR",bze,Philip S. W. Goldson International Airport,"FALSE,FALSE","2,2",SCHD,",","121,121","None,None",,"Delta Air lines,b.	United Airlines",,False,,,
WPR25LA066,ACC,199455,2024-12-19 17:20:00+00:00,Placerville,California,United States,,N29247,False,DirectorBrief,2025-04-22T04:00:00Z,,0,0,0,"The pilot’s failure to maintain an adequate descent rate during the landing approach, which resulted in an impact with terrain short of the runway threshold.",,38.723955,-120.75416,PIPER,PA-28RT-201T,AIR,PVF,PLACERVILLE,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199455,4/22/2025 6:00:00 PM,
ERA25LA081,ACC,199452,2024-12-19 17:00:00+00:00,Lakewood,New Jersey,United States,,N12194,False,DirectorBrief,2025-04-22T04:00:00Z,Minor,0,0,1,"The pilot’s delay in performing a go-around, which resulted in a collision with trees at the end of the runway.",,40.067182,-74.176655,CESSNA,172,AIR,N12,Lakewood,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199452,4/22/2025 6:00:00 PM,
ERA25LA083,ACC,199459,2024-12-19 16:50:00+00:00,Murray,Kentucky,United States,,N755RP,False,DirectorBrief,2025-06-13T04:00:00Z,,0,0,0,"The pilot’s failure to lower the landing gear before touchdown, which resulted in a gear-up landing. Contributing was the designated pilot examiner’s inadequate monitoring and lack of remedial action.",,36.664412,-88.372267,BEECH,B95A,AIR,CEY,KYLE-OAKLEY FLD,FALSE,2,,INST,091,Substantial,VMC,SKYVIEW AVIATION LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199459,6/13/2025 5:00:00 PM,
WPR25LA065,ACC,199454,2024-12-19 16:15:00+00:00,Mesa,Arizona,United States,,N7833P,False,DirectorBrief,,,0,0,0,,,33.455439,-111.74355,PIPER,PA-24-250,AIR,FFZ,FALCON FLD,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
ERA25LA087,ACC,199495,2024-12-19 12:30:00+00:00,Southport,North Carolina,United States,,N7085G,False,DirectorBrief,2025-11-20T05:00:00Z,,0,0,0,"The pilot’s loss of aircraft control due to spatial disorientation, and the flight instructor’s inadequate supervision, which resulted in the subsequent overstress of the airplane during recovery.",,33.932947,-78.070601,CESSNA,172K,AIR,ILM,,FALSE,1,,INST,091,Substantial,IMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199495,11/20/2025 6:00:00 PM,
ERA25FA080,ACC,199447,2024-12-19 12:22:00+00:00,East Aurora,New York,United States,,N36WP,False,DirectorBrief,,Fatal,1,0,0,,,42.770916,-78.67945,BEECH,A36,AIR,BUF,BUFFALO NIAGARA INTL,FALSE,1,,PERS,091,Destroyed,VMC,,In work,False,,,
DCA25WA063,INC,199451,2024-12-19 05:00:00+00:00,Molde,,Norway,,LN-NIP,False,,,,0,0,0,,,62.745546,7.267263,BOEING,737,AIR,,Molde Airport,FALSE,2,,,NUSC,Minor,,Norwegian Air Shuttle,,False,,,
ERA25LA079,ACC,199445,2024-12-18 17:27:00+00:00,Big Cypress,Florida,United States,,N8516V,False,DirectorBrief,2025-08-20T04:00:00Z,,0,0,0,"The pilot’s decision to depart with cargo outside of the designated baggage compartment, which resulted in the cargo interfering with the rudder control system.",,26.33774,-81.016757,AIR TRACTOR,AT504,AIR,,,FALSE,1,,FERY,091,Substantial,VMC,Servicios Aeronauticos Airtech Limitada,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199445,8/20/2025 5:00:00 PM,
GAA25WA044,ACC,199443,2024-12-18 17:19:00+00:00,San Fernando,,Argentina,,LV-GOK,False,,,Fatal,2,0,0,,,-34.446976,-58.581709,BOMBARDIER,BD100,AIR,SADF,San Fernando International Airport,FALSE,2,,UNK,UNK,Substantial,VMC,,,False,,,
DCA25LA061,ACC,199449,2024-12-18 17:00:00+00:00,St. Mary's,Alaska,United States,,N403LC,False,DirectorBrief,,,0,0,0,,,62.097638,-162.6006,LOCKHEED,382G-44K-30,AIR,,,FALSE,4,NSCH,,121,Substantial,VMC,LYNDEN AIR CARGO LLC,In work,False,,,
DCA25WA064,INC,199453,2024-12-18 05:00:00+00:00,Crawley,,United Kingdom,,G-TUML,False,,,,0,0,0,,,51.149218,-0.192406,BOEING,737,AIR,LGW,London Gatwick,FALSE,2,,,NUSC,,,,,False,,,
ANC25FA010,ACC,199437,2024-12-17 16:15:00+00:00,Honolulu,Hawaii,United States,,N689KA,False,DirectorBrief,,Fatal,2,0,0,,,21.329519,-157.91751,CESSNA,208B,AIR,HNL,DANIEL K INOUYE INTL,FALSE,1,NSCH,INST,091,Destroyed,VMC,"Kamaka Air, LLC",In work,False,,,
DCA25WA059,ACC,199438,2024-12-16 17:47:00+00:00,Derby,,United Kingdom,,G-TAWB,False,,,Serious,0,1,0,,,52.830977,-1.328785,BOEING,737,AIR,,,FALSE,2,,,NUSC,,,,,False,,,
WPR25FA062,ACC,199430,2024-12-16 11:30:00+00:00,Potrero,California,United States,,N617GC,False,DirectorBrief,,Fatal,1,0,0,,,32.65218,-116.6242,AMERICAN EUROCOPTER LLC,AS350B3,HELI,,,FALSE,1,,PUBF,PUBU,Substantial,VMC,Department of Homeland Security,In work,False,,,
WPR25LA063,ACC,199433,2024-12-16 10:58:00+00:00,Pendleton,Oregon,United States,,N209PA,False,DirectorBrief,2025-04-22T04:00:00Z,,0,0,0,"An improper altitude indication from a recent software update, which resulted in a loss of engine power in flight.",,45.695096,-118.84336,AMAZON.COM SERVICES LLC,MK30,UNMANNED,PDT,EASTERN OREGON RGNL AT PENDLETON,FALSE,6,,FLTS,091,Substantial,VMC,AMAZON.COM SERVICES LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199433,4/22/2025 6:00:00 PM,
WPR25LA064,ACC,199434,2024-12-16 10:58:00+00:00,Pendleton,Oregon,United States,,N223PA,False,DirectorBrief,2025-04-22T04:00:00Z,,0,0,0,The incorrect altitude indication by test software during landing.,,45.695096,-118.84336,AMAZON.COM SERVICES LLC,MK30,UNMANNED,PDT,EASTERN OREGON RGNL AT PENDLETON,FALSE,6,,FLTS,091,Substantial,VMC,AMAZON.COM SERVICES LLC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199434,4/22/2025 6:00:00 PM,
CEN25LA062,ACC,199442,2024-12-15 12:20:00+00:00,Ozark,Missouri,United States,,N556CF,False,DirectorBrief,2025-07-03T04:00:00Z,Minor,0,0,1,The pilot’s failure to maintain aircraft control during high-speed taxi.,,36.96379,-93.170164,CAPELLA AIRCRAFT CORP,FW1C50,AIR,18MO,GIMLIN,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199442,7/3/2025 5:00:00 PM,
GAA25WA043,ACC,199440,2024-12-14 17:00:00+00:00,Los Lagos,,Chile,,CC-AHA,False,,,Minor,0,0,4,,,0.0,0.0,ROBINSON,R44,HELI,,,FALSE,,,,NUSN,Substantial,,,,False,,,
ERA25LA092,ACC,199514,2024-12-14 15:25:00+00:00,Englishtown,New Jersey,United States,,"N9137H, N8454H",False,DirectorBrief,2025-07-17T04:00:00Z,,0,0,0,"The high wing airplane flight crew’s failure to maintain directional control while taxiing, which resulted in a collision with the stationary low wing airplane.",,40.326551,-74.351667,"CESSNA, PIPER","172M, PA28","AIR,AIR",3N6,OLD BRIDGE,"FALSE,FALSE","1,1",,"INST,INST","091,091","Substantial,Minor",VMC,"PILOTS FLYING SCHOOL LLC,PILOTS FLYING SCHOOL LLC",Completed,False,https://data.ntsb.gov/Docket?ProjectID=199514,7/17/2025 5:00:00 PM,
GAA25WA042,ACC,199439,2024-12-14 13:00:00+00:00,Vélez-Málaga,,Spain,,EC-NSJ,False,,,Fatal,1,0,0,,,0.0,0.0,CHAMPION,8KCAB,AIR,,,FALSE,1,,,NUSN,Destroyed,,,,False,,,
WPR25LA061,ACC,199428,2024-12-13 13:09:00+00:00,Gig Harbor,Washington,United States,,N6750H,False,DirectorBrief,2025-04-22T04:00:00Z,,0,0,0,The student pilot’s failure to maintain directional control during a touch-and-go.,,47.267944,-122.57811,CESSNA,172M,AIR,TIW,Tacoma Narrows Airport,FALSE,1,,INST,091,Substantial,VMC,PICKETT MICHAEL R,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199428,4/22/2025 6:00:00 PM,
GAA25WA045,ACC,199448,2024-12-13 12:00:00+00:00,Santiago,,Chile,,CC-DJJ,False,,,Fatal,2,0,0,,,0.0,0.0,CHRISTEN,EAGLE II,AIR,SCVH,,FALSE,,,,NUSN,Substantial,,,,False,,,
ENG25WA023,INC,199697,2024-12-13 05:00:00+00:00,Karachi,,Pakistan,,EX-47004,False,,2025-07-17T04:00:00Z,,0,0,0,,,0.0,0.0,BOEING,747,AIR,,,FALSE,,,,NUSC,,,Aerostan Airlines,,False,,,
ERA25FA076,ACC,199423,2024-12-12 19:46:00+00:00,Greenwich,Connecticut,United States,,N298PM,False,DirectorBrief,,Fatal,1,1,0,,,41.089082,-73.717857,Costruzioni Aeronautiche Tecnam,P2008,AIR,HPN,Westchester County Airport,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
WPR25LA060,ACC,199427,2024-12-12 14:15:00+00:00,Reedley,California,United States,,N789RC,False,DirectorBrief,,Minor,0,0,1,,,36.671,-119.451,ZALL JIHLAVAN AIRPLANES S R O,JA-600 SKYLEADER,AIR,O32,Reedley Municipal Airport,FALSE,1,,INST,091,Substantial,VMC,,In work,False,,,
GAA25WA059,ACC,199546,2024-12-12 13:10:00+00:00,Nova Monte,,Brazil,,PR-BMJ,False,,,Fatal,1,0,0,,,0.0,0.0,PIPER,PA25,AIR,,,FALSE,,,,UNK,Substantial,,,,False,,,
ERA25LA077,ACC,199426,2024-12-12 12:35:00+00:00,Tullahoma,Tennessee,United States,,N161DW,False,DirectorBrief,2025-07-03T04:00:00Z,,0,0,0,The pilot’s failure to adequately secure the airplane before hand-propping the engine. Contributing was the pilot’s lack of training in hand-propping procedures.,,35.38017,-86.239462,WOLSTENHOLME DENNIS,PIETENPOL AIR CAMPER,AIR,THA,TULLAHOMA RGNL/WM NORTHERN FLD,TRUE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199426,7/3/2025 5:00:00 PM,
ENG25WA058,INC,202664,2024-12-12 05:00:00+00:00,Zagreb,,Croatia,,SP-SPG,False,,2026-04-08T04:00:00Z,,0,0,0,,,0.0,0.0,ATR,ATR72,AIR,,,FALSE,,,,129,,,,,False,,,
ERA25LA078,ACC,199429,2024-12-11 21:00:00+00:00,Jefferson,Georgia,United States,,N885GT,False,DirectorBrief,2025-07-03T04:00:00Z,,0,0,0,The airplane’s collision with a deer on the runway during landing.,,34.17535,-83.561362,CESSNA,172,AIR,JCA,JACKSON COUNTY,FALSE,1,,INST,091,Substantial,VMC,YELLOW JACKET FLYING CLUB INC,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199429,7/3/2025 5:00:00 PM,
CEN25LA061,ACC,199422,2024-12-11 19:05:00+00:00,Crystal,Minnesota,United States,,N4823F,False,DirectorBrief,2025-03-20T04:00:00Z,,0,0,0,The malfunction of the landing gear system which resulted in a collapse of the main landing gear during the landing roll.,,45.062469,-93.353965,PIPER,PA-28R-200,AIR,MIC,Crystal Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199422,3/20/2025 6:00:00 PM,
GAA25WA040,ACC,199432,2024-12-11 16:13:00+00:00,Örebro,,Sweden,,SE-LGL,False,,,,0,0,0,,,0.0,0.0,CESSNA,172,AIR,ESOE,,FALSE,,,,NUSN,Minor,,,,False,,,
CEN25LA060,ACC,199415,2024-12-11 16:00:00+00:00,Victoria,Texas,United States,,N818BR,False,DirectorBrief,2025-01-21T05:00:00Z,Serious,0,1,4,"The pilot’s inadequate preflight planning and preflight inspection, which resulted in a total loss of engine power due to fuel exhaustion.",,28.853376,-96.970445,PIPER,PA-31-350,AIR,VCT,VICTORIA RGNL,FALSE,2,,AOBV,091,Substantial,VMC,,Completed,False,https://data.ntsb.gov/Docket?ProjectID=199415,1/21/2025 6:00:00 PM,
