NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N,HasSafetyRec,ReportType,OriginalPublishDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,DocketUrl,DocketPublishDate,Unnamed: 37
WPR26LA155,ACC,202806,2026-04-10 12:20:00+00:00,Jeffers,Montana,United States,,N136EM,False,DirectorBrief,,,0,0,0,,,0.0,0.0,AERO VODOCHODY,L-39,,,,FALSE,,,,091,,,JDI HOLDINGS LLC,In work,False,,,
WPR26LA156,ACC,202807,2026-04-10 09:30:00+00:00,Wapiti,Wyoming,United States,,N453HC,False,DirectorBrief,,,0,0,0,,,0.0,0.0,PIPER,L21,,,,FALSE,,,PERS,091,,VMC,,In work,False,,,
ANC26LA025,ACC,202791,2026-04-09 15:10:00+00:00,Birchwood,Alaska,United States,,N394BJ,False,DirectorBrief,,,0,0,0,,,0.0,0.0,JEFFREY BURNETTE,AVID FLYER/HEAVY HAU,,,,FALSE,,,,,,,DYE SAMUEL N,In work,False,,,
ANC26FA024,ACC,202790,2026-04-09 12:24:00+00:00,Avalon,California,United States,,N166TW,False,DirectorBrief,,Fatal,2,0,0,,,0.0,0.0,AIRPLANE FACTORY (PTY) LTD THE,SLING,,,,FALSE,,,,,,,SARNER JASON L,In work,False,,,
WPR26FA151,ACC,202782,2026-04-08 17:09:00+00:00,Marana,Arizona,United States,,N4190E,False,DirectorBrief,,Fatal,2,0,0,,,0.0,0.0,PIPER,PA-32R-301T,,,,FALSE,,,,,,,4190E LLC,In work,False,,,
WPR26LA152,ACC,202787,2026-04-08 11:05:00+00:00,Great Falls,Montana,United States,,N563JA,False,DirectorBrief,,,0,0,0,,,0.0,0.0,STOELTING WADE B,JUST ACFT HIGHLANDER,,,,FALSE,,,,091,,,,In work,False,,,
WPR26LA150,ACC,202781,2026-04-08 10:33:00+00:00,Cave Creek,Arizona,United States,,N4714X,False,DirectorBrief,,,0,0,0,,,0.0,0.0,CESSNA,150G,,,,FALSE,,,INST,091,,,,In work,False,,,
GAA26WA157,ACC,202792,2026-04-08 06:40:00+00:00,Middelburg,,Netherlands,,PH-VSS,False,,,Fatal,1,0,0,,,0.0,0.0,CESSNA,F172,,,,FALSE,,,,,,,,,False,,,
GAA26WA162,ACC,202817,2026-04-07 15:40:00+00:00,Biggin Hill,,United Kingdom,,G-FHJT,False,,,,0,0,0,,,0.0,0.0,HONDA,HA420,,,,FALSE,,,,,,,,,False,,,
WPR26LA149,ACC,202779,2026-04-07 13:00:00+00:00,Fort Mojave,Arizona,United States,,N39ND,False,DirectorBrief,,Minor,0,0,2,,,0.0,0.0,CESSNA,T-41B,,,,FALSE,,,,091,,,,In work,False,,,
CEN26LA160,ACC,202763,2026-04-06 21:30:00+00:00,Tahlequah,Oklahoma,United States,,N1203F,False,DirectorBrief,,,0,0,0,,,0.0,0.0,CESSNA,172N,,,,FALSE,,,,,,VMC,RAWSON AVIATION LLC,In work,False,,,
GAA26WA151,ACC,202767,2026-04-06 11:40:00+00:00,Cambridgeshire,,United Kingdom,,G-BPWG,False,,2026-04-08T04:00:00Z,,0,0,0,,,0.0,0.0,CESSNA,150,AIR,,,FALSE,,,,NUSN,Unknown,,,,False,,,
CEN26LA161,ACC,202771,2026-04-06 01:10:00+00:00,Seguin,Texas,United States,,N249CT,False,DirectorBrief,,,0,0,0,,,0.0,0.0,FLIGHT DESIGN GMBH,CTSW,,,,FALSE,,,PERS,,,,AHLUWALIA GARY,In work,False,,,
CEN26LA159,ACC,202760,2026-04-05 15:38:00+00:00,Burke,Texas,United States,,N95AG,False,DirectorBrief,,,0,0,0,,,31.234411,-94.756889,PIPER,PA 46-350P,AIR,LFK,ANGELINA COUNTY,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
DCA26WA180,INC,202795,2026-04-05 13:25:00+00:00,Harryda,,Sweden,,9H-QDZ,False,,2026-04-17T04:00:00Z,,0,0,0,,,57.688113,12.301991,BOEING,737,AIR,,,FALSE,2,NSCH,,NUSC,,,Malta Air,,False,,,
ERA26LA159,ACC,202755,2026-04-05 00:07:00+00:00,Lakeland,Florida,United States,,N61972,False,DirectorBrief,,Minor,0,0,1,,,0.0,0.0,CESSNA,172M,,,,FALSE,,,,091,,VMC,SMTM HOLDINGS INC,In work,False,,,
ERA26LA162,ACC,202766,2026-04-04 17:41:00+00:00,Martinsburg,West Virginia,United States,,N106D,False,DirectorBrief,,,0,0,0,,,0.0,0.0,GIRARDEAU SAMUEL G,SONEX,,,,FALSE,,,PERS,091,,VMC,,In work,False,,,
WPR26LA146,ACC,202757,2026-04-04 16:00:00+00:00,Chimney Rock,Montana,United States,,N5017G,False,DirectorBrief,,,0,0,0,,,45.543896,-110.74795,BELL HELICOPTER TEXTRON,206L-1,HELI,,,FALSE,1,,PERS,091,Substantial,,,In work,False,,,
CEN26LA162,ACC,202776,2026-04-04 15:38:00+00:00,Camden,North Carolina,United States,,N94PT,False,DirectorBrief,,,0,0,0,,,0.0,0.0,TACKABURY PAUL D,LANCAIR IV,,,,FALSE,,NSCH,PUBL,091,,VMC,,In work,False,,,
DCA26WA177,ACC,202786,2026-04-04 12:14:00+00:00,Punta Cana,,Dominican Republic,,N794JB,False,DirectorBrief,,Serious,0,1,0,,,18.567,-68.363,AIRBUS,A320-232,AIR,,,FALSE,2,SCHD,,121,,,JETBLUE AIRWAYS CORP,,False,,,
CEN26LA158,ACC,202753,2026-04-03 15:19:00+00:00,Luverne,Minnesota,United States,,N430RP,False,DirectorBrief,,,0,0,0,,,43.616405,-96.217725,CESSNA,A185,AIR,LYV,QUENTIN AANENSON FLD,FALSE,1,,INST,091,Substantial,,TS 185 LLC,In work,False,,,
GAA26WA150,ACC,202754,2026-04-03 13:38:00+00:00,Capão da Canoa,,Brazil,,PS-RBK,False,,2026-04-09T04:00:00Z,Fatal,4,0,0,,,-29.758,-50.0173,PIPER,PA46,AIR,,,FALSE,1,,PERS,NUSN,Destroyed,Unknown,,,False,,,
GAA26WA149,ACC,202748,2026-04-02 03:34:00+00:00,Coron,,Philippines,,RP-C2984,False,,,Fatal,2,0,0,,,0.0,0.0,BEECH,18,AIR,,,FALSE,,,,NUSN,Unknown,,,,False,,,
ERA26LA161,ACC,202761,2026-04-01 21:03:00+00:00,Vero Beach South,Florida,United States,,N8583N,False,DirectorBrief,,,0,0,0,,,0.0,0.0,PIPER,PA-28R-201,,,,FALSE,,,,,,,,In work,False,,,
CEN26LA157,ACC,202741,2026-04-01 19:09:00+00:00,Houston,Texas,United States,,N6569M,False,DirectorBrief,,,0,0,0,,,29.818925,-95.673121,CESSNA,182,AIR,IWS,WEST HOUSTON,FALSE,1,,PERS,091,Substantial,VMC,BROWN GEORGE P III,In work,False,,,
ERA26LA163,ACC,202770,2026-04-01 16:35:00+00:00,Ocean City,New Jersey,United States,,N96MA,False,DirectorBrief,,,0,0,0,,,0.0,0.0,PIPER,PA31T,,,,FALSE,,,POSI,091,,VMC,Avione,In work,False,,,
ERA26LA156,ACC,202742,2026-04-01 15:41:00+00:00,Philadelphia,Pennsylvania,United States,,N494LA,False,DirectorBrief,,Serious,0,1,1,,,0.0,0.0,PIPER AIRCRAFT INC,PA-28-181,,,,FALSE,,,INST,091,,VMC,PIPER 3 LLC,In work,False,,,
GAA26WA152,ACC,202769,2026-04-01 04:00:00+00:00,Corrientes,,Argentina,,LV-CIW,False,,,,0,0,0,,,0.0,0.0,CESSNA,150,,,,FALSE,,,,,,,,,False,,,
ERA26LA157,ACC,202744,2026-03-31 23:30:00+00:00,Mount Pleasant,South Carolina,United States,,N778WT,False,DirectorBrief,,,0,0,0,,,0.0,0.0,CIRRUS DESIGN CORP,SR22T,,,,FALSE,,,,,,,SKY VENTURES LLC,In work,False,,,
DCA26WA172,INC,202751,2026-03-31 20:54:00+00:00,La Guaira,,Venezuela,,YV3499,False,,2026-04-17T04:00:00Z,,0,0,0,,,10.621464,-66.950108,MCDONNELL DOUGLAS,MD80,AIR,,,FALSE,2,SCHD,,NUSC,,,Venezolana,,False,,,
ENG26WA021,INC,202828,2026-03-31 17:30:00+00:00,Rio de Janeiro,,Brazil,,PR-EPV,False,,,,0,0,0,,,0.0,0.0,SIKORSKY,S92,,,,FALSE,,,,,,,,,False,,,
DCA26WA169,INC,202740,2026-03-31 09:49:00+00:00,Antogafasta,,Chile,,N513DZ,False,,,,0,0,0,,,0.0,0.0,AIRBUS,A350-941,,,,FALSE,,SCHD,,121,,,DELTA AIR LINES INC,,False,,,
GAA26WA145,ACC,202738,2026-03-31 07:00:00+00:00,Panama City,,Panama,,N980VC,False,,,,0,0,0,,,0.0,0.0,BEECH,B100,,,,FALSE,,,,,,,,,False,,,
GAA26WA144,ACC,202736,2026-03-31 04:00:00+00:00,Pucallpa,,Peru,,N2406R,False,,,,0,0,0,,,0.0,0.0,CESSNA,182,,,,FALSE,,,,,,,,,False,,,
GAA26WA161,ACC,202801,2026-03-30 17:00:00+00:00,Retford,,United Kingdom,,2-WKTN,False,,,,0,0,0,,,0.0,0.0,BEECH,200,AIR,EGNE,,FALSE,,,,NUSN,Unknown,,,,False,,,
ANC26LA023,ACC,202728,2026-03-30 14:45:00+00:00,Cordova,Alaska,United States,,N212PX,False,DirectorBrief,,Minor,0,0,1,,,60.543384,-145.73078,MARCIL GERRY,SPORTSMAN 2+2,AIR,CKU,Cordova,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
GAA26WA153,ACC,202777,2026-03-30 14:31:00+00:00,Antônio João,,Brazil,,PR-XIC,False,,,Minor,0,0,1,,,0.0,0.0,CESSNA,T210,,,,FALSE,,,,,,,,,False,,,
DCA26WA168,INC,202725,2026-03-30 02:49:00+00:00,Sao Paulo,,Brazil,,N813NW,False,,,,0,0,0,,,0.0,0.0,AIRBUS,A330-323,AIR,,,FALSE,2,SCHD,,121,Substantial,,DELTA AIR LINES INC,,False,,,
DCA26WA170,ACC,202749,2026-03-29 13:53:00+00:00,Balneario de Panticosa,,Spain,,9H-QEP,False,,2026-04-17T04:00:00Z,Serious,0,2,6,,,42.794645,-0.220299,BOEING,737,AIR,,,FALSE,2,,,NUSC,,,Malta Air,,False,,,
CEN26LA151,ACC,202722,2026-03-29 12:30:00+00:00,Colorado Springs,Colorado,United States,,N920CJ,False,DirectorBrief,,,0,0,0,,,38.94277,-104.5699,CHAMPION,7GCB,AIR,FLY,,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
CEN26LA152,ACC,202723,2026-03-29 12:15:00+00:00,Boulder,Colorado,United States,,N510EA,False,DirectorBrief,,,0,0,0,,,40.039365,-105.22609,ELA AVIATION USA,ECLIPSE 10,HELI,BDU,BOULDER MUNI,FALSE,1,,PERS,091,Substantial,,,In work,False,,,
ERA26LA155,ACC,202737,2026-03-29 10:38:00+00:00,Greenville,South Carolina,United States,,N2333R,False,DirectorBrief,,,0,0,0,,,34.848267,-82.348051,PIPER,PA-28-180,AIR,GMU,GREENVILLE DOWNTOWN,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
GAA26WA142,ACC,202734,2026-03-29 09:00:00+00:00,Ausnek,,Namibia,,D-EGZE,False,,,Fatal,1,1,0,,,-26.6,16.41,CESSNA,172,AIR,,,FALSE,1,,UNK,NUSN,Substantial,,,,False,,,
DCA26WA171,ACC,202750,2026-03-29 08:36:00+00:00,Reus,,Spain,,EI-IJH,False,,,Minor,0,0,1,,,41.346181,0.999197,BOEING,737,AIR,,,FALSE,2,SCHD,,NUSC,,,Ryanair,,False,,,
DCA26LA167,ACC,202721,2026-03-29 04:00:00+00:00,Pacific Ocean,,United States,,N23994,False,DirectorBrief,,Serious,0,1,0,,,0.0,0.0,BOEING,787-9,,,,FALSE,,SCHD,,121,,,UNITED AIRLINES INC,In work,False,,,
WPR26LA142,ACC,202716,2026-03-28 15:30:00+00:00,Spanaway,Washington,United States,,N3484M,False,DirectorBrief,,,0,0,0,,,47.070389,-122.37108,PIPER,PA-12,AIR,3B8,SHADY ACRES,FALSE,1,NSCH,PERS,091,Substantial,VMC,,In work,False,,,
ANC26LA022,ACC,202711,2026-03-28 12:00:00+00:00,Skwentna,Alaska,United States,,N94237,False,DirectorBrief,,,0,0,0,,,61.897117,-151.61852,CESSNA,A185F,AIR,NONE,,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
WPR26LA145,ACC,202719,2026-03-27 16:30:00+00:00,Sedona,Arizona,United States,,N799TF,False,DirectorBrief,,,0,0,0,,,34.85,-111.79,CESSNA,421B,AIR,SEZ,Sedona Airport,FALSE,2,,PERS,091,Substantial,VMC,,In work,False,,,
CEN26LA150,ACC,202720,2026-03-27 12:55:00+00:00,Beloit,Kansas,United States,,N2785K,False,DirectorBrief,,,0,0,0,,,39.470342,-98.126719,CESSNA,180K,AIR,K61,MORITZ MEML,FALSE,1,NSCH,PERS,091,Substantial,,,In work,False,,,
ERA26LA158,ACC,202752,2026-03-27 11:00:00+00:00,Daytona Beach,Florida,United States,,N41CA,False,DirectorBrief,,Minor,0,0,2,,,29.184289,-81.034894,CIRRUS DESIGN CORP,SR22,AIR,DAB,Daytona International Airport,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
CEN26LA153,ACC,202724,2026-03-27 10:30:00+00:00,Arlington,Texas,United States,,N4059A,False,DirectorBrief,,,0,0,0,,,32.663871,-97.094281,ROBINSON HELICOPTER CO,R66,HELI,GKY,Arlington Municipal,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
WPR26LA143,ACC,202717,2026-03-27 09:22:00+00:00,Lincoln,California,United States,,N11446,False,DirectorBrief,,,0,0,0,,,38.909167,-121.35133,Paul D Cannon,Kitfox Light Squared,AIR,LHM,Lincoln Regional / Karl Harder Field,TRUE,1,,PERS,091,Substantial,VMC,,In work,False,,,
WPR26FA141,ACC,202704,2026-03-26 15:39:00+00:00,Haena,Hawaii,United States,,N715KV,False,DirectorBrief,,Fatal,3,2,0,,,22.177089,-159.654,HUGHES,369D,HELI,,,FALSE,1,NSCH,BUS,135,Substantial,VMC,Airborne Aviation Inc.,In work,False,,,
WPR26LA144,ACC,202718,2026-03-26 14:20:00+00:00,Los Angeles,California,United States,,N24932,False,DirectorBrief,,,0,0,0,,,34.217245,-118.49078,CESSNA,152,AIR,VNY,Van Nuys,FALSE,1,,PERS,091,Substantial,VMC,Silver Express CO DBA,In work,False,,,
GAA26WA140,ACC,202706,2026-03-26 12:16:00+00:00,San Juan,,Ecuador,,"HC-CGL, HC-CKQ",False,,,Fatal,1,0,1,,,0.0,0.0,"THRUSH, AIR TRACTOR","S2R, AT502",",",,,"FALSE,FALSE",",",,",",",",",",,",",,False,,,
DCA26WA166,ACC,202708,2026-03-26 07:40:00+00:00,Bari,,Italy,,9H-QEC,False,,2026-04-08T04:00:00Z,Serious,0,1,1,,,41.1,15.166667,BOEING,737,AIR,,,FALSE,,,,129,,,Ryanair,,False,,,
CEN26LA149,ACC,202701,2026-03-26 07:20:00+00:00,Atlanta,Texas,United States,,N1653J,False,DirectorBrief,,,0,0,0,,,33.098835,-94.201006,PIPER,PA28,AIR,ATA,HALL-MILLER MUNI,FALSE,1,,PERS,091,Substantial,VMC,Private Individual,In work,False,,,
ERA26LA151,ACC,202712,2026-03-25 16:20:00+00:00,Block Island,Rhode Island,United States,,N7081H,False,DirectorBrief,,Minor,0,0,2,,,41.164735,-71.589687,PIPER,PA-32-260,AIR,BID,BLOCK ISLAND STATE,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
CEN26FA147,ACC,202696,2026-03-25 14:53:00+00:00,Statesboro,Georgia,United States,,N220AS,False,DirectorBrief,,Fatal,1,0,0,,,32.4735,-81.683333,Experimental Homebuilt,Airshark,AIR,,,TRUE,1,,PERS,091,Substantial,VMC,,In work,False,,,
DCA26LA164,ACC,202695,2026-03-24 18:15:00+00:00,Dulles,Virginia,United States,,N17316,False,DirectorBrief,,Serious,0,1,0,,,38.945148,-77.44213,BOEING,737-8,AIR,IAD,WASHINGTON DULLES INTL,FALSE,2,SCHD,,121,,,United Airlines,In work,False,,,
GAA26WA143,ACC,202735,2026-03-24 13:33:00+00:00,Cheonan,,Republic Of Korea,,HL9275,False,,,Serious,0,1,1,,,36.8915,127.222,SIKORSKY,S61,HELI,,,FALSE,,,,NUSC,Destroyed,,,,False,,,
GAA26WA155,INC,202783,2026-03-24 11:52:00+00:00,Kecskemét,,Hungary,,F-GPAD,False,,2026-04-14T04:00:00Z,,0,0,0,,,46.918333,19.75,DASSAULT,Falcon 20E-5,AIR,LHKE,,FALSE,2,,,NUSN,,,AVdef,,False,,,
CEN26LA145,ACC,202693,2026-03-24 10:40:00+00:00,Galveston,Texas,United States,,"N43000, N351L",False,DirectorBrief,,,0,0,0,,,29.26585,-94.85683,"CLASSIC AIRCRAFT CORP, DIAMOND AIRCRAFT IND INC","WACO YMF, DA 40 NG","AIR,AIR",KGLS,Scholes International At Galveston Airport,"FALSE,FALSE","1,1",NSCH,"PERS,INST","091,091","Substantial,Substantial",VMC,",Leadership in Flight Training Academy",In work,False,,,
CEN26LA148,ACC,202700,2026-03-24 09:30:00+00:00,Stonewall,Texas,United States,,N233JD,False,DirectorBrief,,Serious,0,2,0,,,30.123925,-98.715988,ROBINSON HELICOPTER COMPANY,R44 II,HELI,,,FALSE,1,,AOBV,091,Substantial,VMC,SULPHUR CREEK HELICOPTERS LLC,In work,False,,,
WPR26LA148,ACC,202775,2026-03-23 15:30:00+00:00,Chula Vista,California,United States,,N120LF,False,DirectorBrief,,,0,0,0,,,32.633372,-116.89031,QUICKSILVER,GT-400,AIR,0CL3,JOHN NICHOL'S FLD,FALSE,1,,PERS,091,Substantial,,,In work,False,,,
WPR26LA137,ACC,202690,2026-03-23 14:35:00+00:00,Fairfield,Utah,United States,,N247WR,False,DirectorBrief,,,0,0,0,,,40.24253,-112.09111,SALT LAKE GYROCOPTERS LLC,CALIDUS,GYRO,UT9,West Desert Airpark,FALSE,1,,PERS,091,Substantial,,,In work,False,,,
ANC26FA021,ACC,202678,2026-03-23 12:21:00+00:00,Boynton Beach,Florida,United States,,N478AT,False,DirectorBrief,,Fatal,2,0,0,,,26.485176,-80.089806,ROBINSON HELICOPTER,R44,HELI,,,FALSE,1,,INST,091,Destroyed,VMC,Palm Beach Helicopters,In work,False,,,
DCA26MA161,ACC,202674,2026-03-22 23:37:00+00:00,New York,New York,United States,,C-GNJZ,False,DirectorBrief,,Fatal,2,2,0,,,0.0,0.0,MITSUBISHI,CL-600,,,,FALSE,,SCHD,,129,,VMC,Jazz Aviation LP,In work,False,,,
WPR26FA130,ACC,202675,2026-03-22 17:16:00+00:00,Olympic Valley,California,United States,,N2882W,False,DirectorBrief,,Fatal,1,0,0,,,39.176506,-120.24677,BEECH,A36,AIR,,,FALSE,1,,PERS,091,Substantial,VMC,,In work,False,,,
CEN26FA142,ACC,202673,2026-03-22 14:18:00+00:00,Sharp,Louisiana,United States,,N886DS,False,DirectorBrief,,Fatal,1,0,0,,,31.375418,-92.778411,Beechcraft,B200GT,AIR,,,FALSE,2,,PERS,091,Destroyed,VMC,,In work,False,,,
WPR26LA136,ACC,202689,2026-03-21 18:00:00+00:00,Chehalis,Washington,United States,,N163TW,False,DirectorBrief,,,0,0,0,,,46.677,-122.983,CESSNA AIRCRAFT CO,162,AIR,CLS,CHEHALIS-CENTRALIA,FALSE,1,,INST,091,Substantial,,RAINIER FLIGHT SERVICE LLC,In work,False,,,
